age,policy_tenure,policy_amount,claim_amount,claim_ratio,past_claims,incident_hour,days_to_report,witness_present,police_report,linked_claims,is_fraud
43,7,50000,3103.66,0.06,2,6,2.8,1,0,0,0
29,14,50000,15319.9,0.31,1,3,0.7,1,0,0,0
72,8,50000,5038.56,0.1,1,23,1.2,1,1,0,0
48,13,25000,14167.35,0.57,2,12,1.6,1,1,0,0
63,16,25000,5406.52,0.22,1,9,2.4,1,0,0,0
40,27,50000,1119.89,0.02,1,16,2.8,0,0,0,0
68,4,100000,61501.52,0.62,0,8,1.3,1,0,0,0
44,20,200000,12895.48,0.06,1,3,2.3,1,1,0,0
57,7,25000,7552.08,0.3,1,21,0.2,1,1,0,0
58,25,25000,34811.32,1.39,0,0,3.4,1,1,0,0
40,9,25000,9220.94,0.37,1,17,3.9,1,0,0,0
19,28,50000,2796.83,0.06,1,11,0.5,0,0,0,0
19,23,200000,18812.06,0.09,0,10,0.0,1,1,3,0
27,25,25000,24995.59,0.83,1,13,11.1,0,0,5,1
19,3,50000,8559.84,0.17,1,11,7.6,1,0,0,0
68,22,10000,21574.34,2.16,0,17,0.0,1,0,0,0
79,23,25000,6312.86,0.25,1,0,1.2,1,1,0,0
70,19,50000,2467.74,0.05,0,9,2.7,1,0,0,0
31,1,50000,12603.89,0.25,1,0,1.1,0,0,0,0
47,7,10000,3982.95,0.4,1,13,4.2,1,1,0,0
41,7,100000,2414.43,0.02,0,4,2.2,1,0,0,0
19,10,50000,4997.57,0.1,0,12,1.9,0,0,0,0
38,26,50000,14771.23,0.3,1,16,0.3,1,0,0,0
64,7,50000,4163.24,0.08,0,14,3.6,1,0,4,0
33,13,200000,2758.17,0.01,0,5,0.2,0,0,0,0
43,9,100000,8983.26,0.09,0,7,0.7,1,0,0,0
20,17,200000,5159.29,0.03,1,8,1.8,1,1,0,0
21,12,200000,4903.99,0.02,1,0,2.1,1,1,0,0
19,9,50000,3567.82,0.07,0,6,1.9,1,1,0,0
67,14,25000,6014.01,0.24,0,5,0.2,1,0,0,0
66,28,10000,4055.93,0.41,0,11,7.6,0,0,0,0
21,28,200000,24920.03,0.12,1,0,0.8,1,1,0,0
29,25,25000,15946.49,0.64,0,19,1.2,0,0,0,0
25,17,25000,2973.38,0.12,0,0,1.8,1,0,0,0
52,15,100000,27432.76,0.27,0,3,2.9,1,0,0,0
27,11,200000,6600.58,0.03,2,18,1.0,1,0,0,0
55,27,25000,10669.07,0.43,1,3,2.5,1,0,0,0
33,5,50000,3274.76,0.07,4,22,0.1,1,0,0,0
46,21,100000,809.75,0.01,0,21,0.8,0,0,0,0
36,7,10000,21483.37,2.15,2,0,0.3,0,0,1,0
71,19,25000,5308.83,0.21,0,19,3.3,1,0,0,0
58,11,100000,9234.88,0.09,0,23,0.9,1,1,0,0
52,29,10000,4717.08,0.47,0,19,2.4,1,0,0,0
77,25,25000,1949.32,0.08,1,19,0.6,1,1,0,0
58,12,200000,6552.15,0.03,0,7,1.5,1,1,0,0
76,1,100000,4892.74,0.05,0,18,0.3,0,0,0,0
35,12,50000,4915.77,0.1,2,12,0.3,1,0,0,0
77,5,25000,11960.06,0.48,0,20,1.1,0,0,0,0
57,12,200000,20336.37,0.1,1,22,0.5,0,0,0,0
54,12,25000,34409.87,1.38,0,11,3.1,1,0,0,0
63,18,50000,6677.4,0.13,2,21,0.6,1,0,0,0
40,20,50000,12134.44,0.24,1,0,1.1,0,0,0,0
39,7,25000,5795.87,0.23,0,15,0.5,1,0,0,0
19,5,100000,4595.94,0.05,1,19,1.6,1,1,0,0
29,7,25000,10709.76,0.43,0,22,2.2,1,0,0,0
68,24,10000,3123.32,0.31,2,20,1.9,0,1,0,0
53,5,25000,2025.42,0.08,2,22,0.4,1,0,0,0
53,13,200000,26404.01,0.13,0,12,2.2,1,0,0,0
54,26,200000,9185.29,0.05,1,19,1.3,0,0,0,0
43,15,50000,32555.08,0.65,0,18,1.0,1,0,0,0
69,14,200000,12043.42,0.06,1,13,1.6,1,0,0,0
58,29,200000,860.73,0.0,0,4,4.9,1,1,0,0
25,5,50000,18629.56,0.37,2,9,1.0,1,0,0,0
55,16,100000,5120.82,0.05,0,3,0.3,1,0,0,0
31,20,50000,68027.71,1.36,0,23,0.6,1,1,0,0
18,22,10000,19338.15,1.93,0,23,1.1,0,0,0,0
26,5,50000,31117.01,0.62,0,10,0.7,0,0,0,0
46,25,200000,4540.2,0.02,1,13,0.6,1,0,0,0
43,8,10000,43032.09,3.59,0,20,15.7,1,1,4,1
68,2,200000,4040.26,0.02,0,10,0.3,1,0,0,0
74,6,25000,59418.78,2.38,1,13,2.7,1,1,0,0
32,7,10000,10066.26,1.01,0,13,1.1,1,1,0,0
26,25,10000,15596.34,1.56,0,12,1.0,1,1,0,0
25,10,25000,15847.97,0.63,0,13,0.3,0,0,0,0
71,10,50000,18155.06,0.36,0,11,0.2,1,0,0,0
65,12,50000,4552.64,0.09,0,9,0.5,1,0,0,0
36,9,50000,11572.42,0.23,0,23,5.1,1,0,0,0
50,29,10000,22949.51,2.29,0,6,0.0,0,1,0,0
72,3,100000,144009.93,1.44,1,7,0.9,1,0,0,0
69,28,100000,3412.84,0.03,0,10,1.8,1,1,0,0
67,29,25000,2713.88,0.11,2,21,2.0,0,0,0,0
68,17,50000,989.7,0.02,0,16,3.1,1,0,1,0
60,13,100000,4131.77,0.04,0,0,2.4,0,1,0,0
46,24,50000,1655.12,0.03,0,3,1.4,1,0,4,0
23,17,10000,16681.02,1.67,0,11,13.8,1,0,0,0
75,4,200000,9930.06,0.05,0,19,0.5,1,1,0,0
66,10,10000,4087.21,0.41,2,20,0.3,1,0,0,0
64,27,10000,1032.57,0.1,0,14,2.0,1,0,0,0
78,24,50000,11406.31,0.23,0,23,1.0,1,0,0,0
63,27,10000,4183.33,0.42,1,0,2.2,1,0,0,0
63,2,100000,6630.46,0.07,1,9,0.7,1,1,0,0
67,10,100000,1391.04,0.01,1,19,0.8,0,1,0,0
61,9,10000,1385.59,0.14,0,7,0.8,1,0,0,0
79,9,50000,36905.51,0.74,0,14,4.1,1,0,7,0
69,12,100000,1794.44,0.02,0,19,1.7,1,1,0,0
45,27,50000,4388.11,0.09,0,5,2.4,1,0,0,0
58,12,25000,9619.91,0.38,0,12,0.2,1,1,0,0
66,12,25000,11595.89,0.46,0,5,1.2,1,0,0,0
63,20,50000,4433.71,0.09,3,13,0.8,1,1,0,0
21,25,25000,30866.38,1.03,0,22,10.0,1,0,6,1
52,14,10000,6730.8,0.67,2,12,0.1,1,0,8,0
79,26,50000,10550.98,0.21,1,12,6.4,1,1,0,0
54,20,25000,2244.29,0.09,1,19,0.0,0,0,0,0
72,1,10000,1224.48,0.12,0,6,1.5,1,0,0,0
28,23,200000,6437.63,0.03,1,17,8.0,1,1,0,0
20,27,25000,34273.18,1.37,0,3,0.6,1,0,0,0
43,9,50000,3274.63,0.07,0,7,0.6,1,1,2,0
78,4,25000,20328.75,0.81,0,6,0.4,1,1,0,0
76,29,25000,2708.66,0.11,2,13,7.4,1,1,0,0
58,2,200000,1942.31,0.01,0,21,3.0,1,0,0,0
68,3,200000,6730.94,0.03,0,13,0.8,0,0,0,0
26,4,25000,5646.38,0.23,0,8,0.2,0,0,0,0
29,23,25000,9158.99,0.37,0,1,0.6,1,0,0,0
60,19,200000,3653.79,0.02,0,14,2.6,1,0,0,0
41,17,100000,1857.38,0.02,0,16,0.2,0,0,0,0
69,6,10000,84889.74,8.49,0,16,3.3,1,1,0,0
30,10,50000,20949.9,0.42,1,23,2.8,1,0,0,0
79,6,10000,4820.81,0.48,0,5,6.4,1,0,0,0
78,12,10000,6656.22,0.67,0,14,0.3,1,0,0,0
55,20,25000,10310.8,0.41,0,10,4.7,0,0,0,0
29,16,25000,1730.27,0.07,0,19,2.2,1,0,0,0
27,8,25000,13724.02,0.55,0,17,3.8,1,0,0,0
59,27,10000,1533.02,0.15,0,3,2.6,1,0,0,0
19,17,50000,59494.28,1.19,0,21,1.4,1,1,0,0
55,18,100000,3109.71,0.03,0,17,0.3,0,0,0,0
74,2,50000,3065.87,0.06,0,13,1.1,1,1,0,0
20,26,25000,14377.37,0.58,0,12,3.8,1,0,0,0
37,5,200000,1627.08,0.01,0,17,0.2,1,0,0,0
25,29,25000,3884.41,0.16,0,23,1.5,1,0,0,0
47,4,50000,25296.38,0.51,0,0,0.2,1,0,0,0
65,18,25000,18448.91,0.74,0,3,0.1,1,0,0,0
25,22,50000,25097.58,0.5,0,12,3.0,1,0,0,0
55,9,10000,8356.6,0.84,1,2,1.6,0,0,0,0
30,2,200000,2865.87,0.01,0,17,0.1,1,0,0,0
57,26,200000,3400.64,0.02,0,1,1.6,1,0,0,0
19,23,50000,6620.32,0.13,0,9,1.1,1,0,0,0
59,16,200000,9211.65,0.05,1,6,1.6,1,1,0,0
67,17,10000,2415.69,0.24,0,11,2.4,1,1,0,0
38,28,100000,33800.61,0.34,0,0,5.0,1,0,9,0
70,19,100000,3208.28,0.03,1,9,0.3,1,0,0,0
42,8,200000,21096.47,0.11,0,13,1.0,1,0,0,0
52,13,200000,9718.45,0.05,0,23,1.0,1,1,0,0
45,7,50000,10877.14,0.22,0,14,3.6,0,0,8,0
68,8,50000,3350.58,0.07,0,17,1.2,0,0,0,0
30,11,10000,25837.7,2.58,0,23,0.1,0,0,0,0
63,3,50000,3685.93,0.07,2,13,0.5,1,1,0,0
70,9,100000,10160.8,0.1,0,11,0.2,1,1,0,0
58,23,100000,17100.57,0.17,2,6,0.4,1,0,0,0
47,23,50000,61150.77,1.22,0,18,0.6,1,0,0,0
65,6,10000,4039.93,0.4,1,18,9.5,1,0,5,0
47,7,25000,11740.22,0.47,0,20,0.6,0,0,0,0
18,19,25000,18228.23,0.73,0,18,0.2,1,0,0,0
39,15,200000,46789.06,0.23,0,12,0.2,1,0,0,0
70,22,50000,3806.63,0.08,1,15,1.9,1,0,0,0
76,12,25000,3550.96,0.14,2,14,0.5,1,0,0,0
58,2,50000,11091.74,0.22,0,9,2.0,1,0,3,0
32,1,200000,4123.3,0.02,1,8,1.6,1,0,0,0
78,28,100000,4933.63,0.05,0,9,1.8,1,1,0,0
41,24,100000,5893.18,0.06,1,2,5.5,1,0,0,0
27,16,200000,9257.97,0.05,0,15,1.6,1,0,0,0
36,16,100000,58087.32,0.58,0,4,0.7,1,0,0,0
46,28,50000,5421.57,0.11,0,3,0.5,1,0,0,0
78,9,200000,13447.7,0.07,0,6,0.2,1,1,0,0
45,26,10000,7723.22,0.77,1,6,0.7,1,0,0,0
64,16,10000,22418.56,2.24,0,16,10.5,1,0,0,0
22,17,100000,53280.95,0.53,1,14,7.7,1,1,0,0
69,15,10000,1608.39,0.16,0,5,1.6,1,0,0,0
66,26,200000,4828.03,0.02,0,23,0.8,1,1,0,0
71,13,25000,13506.19,0.54,1,4,2.1,0,0,8,0
49,28,25000,3155.78,0.13,0,17,1.7,1,1,0,0
32,7,200000,3505.74,0.02,0,16,3.1,1,0,0,0
29,5,200000,21330.9,0.11,0,0,0.6,1,0,0,0
51,17,25000,8747.8,0.35,0,17,2.9,1,1,0,0
18,27,10000,3505.81,0.35,1,15,3.8,1,0,2,0
52,2,100000,3481.77,0.03,1,13,1.1,1,0,2,0
36,16,25000,7461.31,0.3,1,3,2.0,1,0,0,0
77,2,50000,1472.61,0.03,0,22,1.0,0,0,1,0
59,1,50000,7051.07,0.14,1,2,0.7,0,0,0,0
57,26,50000,28708.93,0.57,0,6,1.8,1,0,0,0
37,1,50000,136943.53,2.74,2,9,0.6,1,0,0,0
29,27,200000,97669.58,0.49,1,0,1.5,1,0,8,0
52,22,100000,66351.1,0.66,1,15,1.2,0,0,0,0
66,29,10000,8889.85,0.89,1,0,1.8,0,1,0,0
46,12,200000,21356.87,0.11,0,2,1.5,1,0,0,0
71,27,100000,23336.7,0.23,0,8,0.8,1,1,0,0
28,22,25000,2408.09,0.1,2,5,0.9,1,0,7,0
68,2,10000,49851.74,4.99,0,17,0.3,1,0,0,0
35,5,25000,20777.36,0.83,3,7,5.0,1,0,0,0
40,24,100000,8747.45,0.09,1,11,2.6,1,1,0,0
35,5,50000,27411.67,0.55,1,9,1.9,0,1,0,0
41,19,25000,3611.68,0.14,1,6,0.3,1,0,0,0
68,6,200000,6472.52,0.03,1,9,2.8,0,0,0,0
57,23,200000,23742.48,0.12,0,2,3.6,1,0,0,0
64,10,50000,11033.8,0.22,0,18,1.8,1,0,0,0
45,3,50000,5773.49,0.12,0,18,0.4,1,0,0,0
76,5,25000,11816.23,0.47,0,2,5.4,0,0,0,0
25,15,200000,2885.74,0.01,0,6,0.0,1,0,0,0
67,24,25000,8235.99,0.33,0,7,4.2,1,0,0,0
49,22,100000,13754.41,0.14,1,23,3.3,1,0,0,0
37,18,10000,4436.91,0.44,0,12,0.2,0,0,0,0
67,17,100000,4681.08,0.05,0,10,2.4,1,0,0,0
65,13,100000,22081.7,0.22,0,4,0.6,1,0,0,0
38,28,10000,4039.2,0.4,0,12,0.1,1,0,0,0
52,16,100000,26506.97,0.27,1,4,0.7,0,0,0,0
51,8,100000,19896.57,0.2,2,4,1.4,1,0,0,0
73,26,50000,6356.74,0.13,0,3,3.6,1,0,0,0
66,19,200000,22027.29,0.11,1,16,1.3,1,1,0,0
73,5,100000,8656.09,0.09,1,22,1.8,1,0,0,0
24,7,100000,2577.59,0.03,0,16,1.1,0,0,0,0
60,3,10000,2101.24,0.21,0,23,1.7,1,0,0,0
21,18,50000,14612.51,0.29,1,22,6.4,1,1,0,0
55,11,50000,21700.38,0.43,0,16,1.5,1,0,0,0
66,26,50000,11547.07,0.23,0,4,0.9,1,0,0,0
57,27,100000,37552.71,0.38,0,12,0.4,1,0,0,0
42,26,100000,5458.77,0.05,2,9,3.6,0,0,4,0
65,17,50000,5974.96,0.12,0,21,0.4,1,0,0,0
64,27,25000,15070.6,0.6,0,3,2.0,1,0,0,0
76,24,10000,4316.19,0.43,0,18,3.4,0,0,0,0
68,27,25000,2160.45,0.09,0,14,2.1,0,0,0,0
48,1,200000,22845.84,0.11,1,19,0.1,1,0,0,0
70,14,100000,111460.45,1.11,2,12,0.7,0,0,0,0
74,23,50000,8830.14,0.18,1,14,0.4,1,1,0,0
41,4,25000,13432.33,0.54,0,14,0.9,0,0,0,0
36,11,10000,16527.51,1.38,0,18,13.5,1,0,9,1
49,19,100000,1707.65,0.02,0,4,0.0,0,1,0,0
19,13,50000,9260.98,0.19,0,14,3.5,1,1,0,0
20,9,50000,15925.3,0.32,1,6,1.4,1,1,0,0
56,16,100000,14999.25,0.15,0,11,0.6,1,0,0,0
33,14,100000,5983.62,0.06,0,22,1.9,1,1,0,0
68,22,10000,5386.98,0.54,0,20,2.9,1,0,0,0
57,13,100000,4007.63,0.04,0,13,0.1,0,0,0,0
42,11,50000,2671.19,0.05,1,4,4.5,1,0,1,0
18,21,100000,6395.85,0.06,0,1,0.2,1,1,2,0
24,9,25000,14840.76,0.59,0,21,4.4,1,0,0,0
20,26,25000,6122.45,0.24,1,20,1.6,1,0,0,0
60,5,10000,5147.75,0.51,0,13,2.7,1,0,0,0
42,5,100000,13683.58,0.14,0,15,2.8,1,0,0,0
70,25,50000,5734.06,0.11,0,19,3.9,1,0,4,0
39,21,100000,11742.53,0.12,1,20,0.9,1,0,0,0
38,11,10000,7946.36,0.79,1,1,2.1,1,1,0,0
31,7,25000,3969.4,0.16,0,4,1.8,1,0,0,0
51,1,100000,4548.98,0.05,0,15,2.2,0,1,0,0
75,15,25000,1790.06,0.07,0,2,0.6,1,0,0,0
21,16,100000,2662.27,0.03,0,0,0.3,0,0,0,0
67,7,100000,6577.78,0.07,0,13,1.8,0,1,7,0
28,28,100000,5036.74,0.05,0,16,1.4,0,1,0,0
57,16,50000,4172.07,0.08,1,19,4.3,1,0,0,0
46,29,200000,18844.03,0.09,0,0,3.6,0,0,0,0
45,6,200000,6101.65,0.03,0,11,0.6,1,0,0,0
41,17,25000,19691.97,0.79,2,12,1.1,1,1,0,0
61,23,200000,6066.48,0.03,0,10,1.5,1,0,0,0
61,3,25000,2545.59,0.1,0,5,1.0,1,1,0,0
64,1,200000,9189.44,0.05,0,1,1.0,1,0,0,0
28,1,50000,9222.32,0.18,2,6,2.1,0,0,0,0
24,7,25000,5810.84,0.23,0,13,1.7,1,0,0,0
28,17,50000,8907.91,0.18,1,9,8.9,1,0,8,0
22,23,25000,11214.04,0.45,0,4,3.8,1,0,2,0
51,21,200000,2596.64,0.01,0,4,1.5,0,0,0,0
62,9,25000,10290.73,0.41,0,11,1.1,1,0,0,0
57,8,10000,5503.96,0.55,0,15,2.6,0,0,0,0
44,22,200000,16741.79,0.08,1,13,2.5,1,0,0,0
27,9,100000,13492.47,0.13,0,16,5.5,1,1,0,0
41,9,25000,16609.64,0.66,1,9,1.5,1,0,0,0
40,20,100000,17747.17,0.18,0,4,5.6,0,0,0,0
24,10,200000,6569.16,0.03,0,23,0.2,0,0,7,0
45,12,25000,8239.55,0.33,0,11,3.2,1,0,0,0
43,24,10000,5624.39,0.56,1,1,3.3,1,1,0,0
48,11,50000,21444.3,0.43,1,6,1.0,1,1,0,0
76,3,50000,9529.01,0.19,1,20,4.5,1,0,0,0
58,7,10000,14552.55,1.46,0,9,0.1,1,0,0,0
40,28,200000,1523.35,0.01,0,6,0.4,1,0,0,0
73,12,10000,13844.43,1.15,0,23,14.4,1,0,9,1
30,14,100000,2128.61,0.02,1,15,1.5,0,0,0,0
77,28,100000,13844.7,0.14,0,1,1.4,0,0,0,0
24,15,200000,2714.11,0.01,0,19,0.6,1,0,0,0
41,12,200000,5878.55,0.03,0,15,0.3,1,0,0,0
20,13,100000,8500.37,0.09,1,3,0.5,1,1,0,0
50,20,200000,1292.06,0.01,0,3,2.2,1,1,0,0
55,19,25000,5212.54,0.21,0,23,4.2,0,0,0,0
20,23,50000,5018.32,0.1,2,1,1.6,1,0,0,0
39,23,50000,15636.95,0.31,0,14,0.4,1,1,0,0
18,25,100000,4693.03,0.05,1,2,0.1,1,0,0,0
33,13,100000,1969.5,0.02,0,22,1.6,1,0,1,0
68,1,50000,7005.93,0.14,0,23,3.5,1,1,0,0
46,24,25000,7494.98,0.3,1,7,0.7,1,0,0,0
22,9,50000,20295.56,0.41,1,16,0.1,1,1,0,0
34,3,50000,25414.43,0.51,1,6,1.2,1,0,0,0
77,19,50000,43288.24,0.87,0,2,0.5,1,0,0,0
22,24,25000,6674.2,0.27,1,0,1.3,1,0,0,0
49,21,25000,4463.11,0.18,0,15,1.0,1,0,0,0
47,16,25000,8349.98,0.33,0,3,1.2,1,0,0,0
71,6,200000,6357.14,0.03,0,4,3.7,0,1,0,0
43,3,25000,106968.74,4.28,1,22,1.6,1,0,0,0
63,12,200000,13489.49,0.07,1,20,1.0,0,0,0,0
69,17,50000,21538.17,0.43,0,0,2.7,1,1,3,0
24,10,200000,1537.27,0.01,2,14,5.1,0,0,0,0
55,12,25000,3380.22,0.14,0,5,3.8,1,0,0,0
31,15,10000,12923.4,1.29,1,12,1.4,1,0,0,0
36,4,50000,7564.85,0.15,0,3,2.8,1,1,0,0
76,16,100000,2375.5,0.02,0,6,0.6,1,0,0,0
56,18,50000,10088.51,0.2,1,10,3.5,1,1,0,0
53,13,100000,7717.73,0.08,0,3,1.9,1,0,0,0
46,12,100000,6282.42,0.06,1,20,1.6,1,0,0,0
37,26,10000,5398.35,0.54,2,22,1.0,1,1,9,0
64,6,200000,3143.26,0.02,1,0,2.5,1,0,0,0
34,16,100000,8258.51,0.08,0,0,2.0,1,1,0,0
43,9,200000,4811.41,0.02,1,9,2.0,1,0,0,0
47,28,25000,13592.61,0.54,1,23,1.9,0,0,0,0
75,21,200000,7197.44,0.04,1,13,2.7,1,0,8,0
38,1,100000,17878.41,0.18,0,4,1.0,1,0,0,0
22,1,200000,2789.63,0.01,0,15,3.8,0,1,0,0
79,15,10000,22156.61,2.22,0,13,1.0,1,0,0,0
48,4,10000,3330.72,0.33,0,6,0.4,1,0,0,0
70,17,10000,1099.96,0.11,1,23,0.2,1,0,0,0
59,27,25000,5497.48,0.22,0,1,0.0,1,0,6,0
50,6,25000,167559.37,6.7,0,3,1.7,1,1,0,0
23,15,50000,26418.03,0.53,0,2,3.1,1,1,0,0
27,1,25000,5134.98,0.21,1,15,5.7,1,0,0,0
65,8,10000,13394.17,1.34,0,20,3.3,1,0,0,0
62,9,50000,2855.7,0.06,1,22,0.6,1,0,0,0
71,27,10000,11720.0,1.17,0,14,0.0,0,0,0,0
74,6,25000,13860.18,0.55,0,6,1.7,1,0,0,0
31,16,50000,27911.62,0.56,1,20,1.0,1,0,9,0
69,14,100000,19829.71,0.2,0,1,6.4,1,0,0,0
27,24,25000,13707.87,0.55,0,5,1.3,1,0,0,0
37,4,10000,17317.81,1.73,1,22,2.0,1,1,0,0
75,10,25000,6449.53,0.26,0,1,2.7,1,1,0,0
57,18,10000,12734.49,1.27,1,12,0.9,1,0,0,0
48,15,200000,1090.55,0.01,0,16,2.3,1,1,0,0
57,29,10000,33997.34,3.4,1,22,2.0,0,0,0,0
42,10,200000,10854.94,0.05,1,7,0.1,1,1,0,0
32,18,100000,6508.14,0.07,0,21,1.6,1,1,0,0
78,8,100000,34545.82,0.35,1,8,0.6,0,1,0,0
50,13,10000,34740.46,3.47,0,16,5.1,1,0,0,0
24,21,100000,5509.07,0.06,0,3,0.8,0,0,0,0
57,15,50000,11057.29,0.22,0,18,0.1,1,0,1,0
59,5,100000,9027.24,0.09,0,1,0.2,0,0,0,0
74,14,10000,5740.86,0.57,0,0,2.7,1,0,2,0
25,24,200000,4288.72,0.02,1,20,2.7,1,0,0,0
61,17,200000,746.24,0.0,0,3,3.3,1,0,0,0
75,11,100000,2296.38,0.02,0,12,4.3,0,0,0,0
77,28,50000,13445.33,0.27,0,15,4.6,1,0,7,0
35,25,200000,15846.23,0.08,0,2,0.5,1,0,0,0
26,27,100000,4826.0,0.05,0,0,1.8,1,0,0,0
19,16,50000,25408.21,0.51,1,8,2.1,1,0,8,0
63,25,200000,2549.74,0.01,1,12,0.3,1,0,0,0
20,17,25000,11045.95,0.44,0,15,0.3,1,0,0,0
51,19,25000,1189.59,0.05,0,18,1.6,0,1,0,0
21,14,100000,1649.95,0.02,0,1,0.9,1,0,0,0
74,25,50000,7863.48,0.16,1,7,2.8,1,1,0,0
67,25,200000,4222.15,0.02,1,12,1.0,1,1,0,0
48,14,200000,6230.67,0.03,0,16,1.1,1,0,9,0
53,3,100000,26633.42,0.27,0,15,0.2,1,0,0,0
23,22,50000,27999.33,0.56,0,21,3.0,0,1,7,0
20,9,200000,17945.51,0.09,0,15,0.6,1,0,0,0
76,7,25000,13920.31,0.56,0,19,3.3,0,0,0,0
66,19,200000,5721.33,0.03,1,5,2.4,0,0,9,0
44,22,200000,9292.3,0.05,1,21,2.5,1,0,0,0
42,14,100000,4606.84,0.05,0,4,0.6,1,0,0,0
53,13,25000,1563.13,0.06,2,16,1.3,1,0,0,0
61,13,10000,8006.49,0.8,0,10,0.7,1,0,0,0
56,2,100000,12898.4,0.13,0,11,3.2,0,0,2,0
22,7,50000,6735.9,0.13,0,13,0.4,1,0,0,0
43,20,200000,1108.8,0.01,0,13,1.4,1,0,0,0
56,5,200000,8353.4,0.04,1,1,0.3,1,0,0,0
43,10,25000,2543.04,0.1,0,15,0.6,1,1,0,0
69,21,100000,7847.67,0.08,0,12,1.7,1,1,0,0
68,13,200000,8168.71,0.04,0,12,0.7,1,0,0,0
18,29,200000,8040.86,0.04,0,8,4.2,1,0,0,0
71,10,25000,6350.74,0.25,0,2,0.2,1,0,9,0
62,26,25000,6496.55,0.26,0,20,0.9,1,0,0,0
39,27,100000,5423.61,0.05,0,9,0.7,1,0,0,0
55,17,10000,7351.65,0.74,2,21,0.8,1,0,0,0
38,15,100000,43300.47,0.43,2,22,2.6,1,0,0,0
60,15,100000,14196.65,0.14,1,22,0.5,1,1,0,0
30,13,25000,4190.03,0.17,0,2,2.2,1,0,0,0
71,24,100000,11299.04,0.11,1,15,3.3,1,0,0,0
46,9,200000,31551.78,0.16,1,19,2.9,1,0,0,0
57,1,50000,2066.87,0.04,0,9,0.0,1,0,0,0
67,10,10000,14756.45,1.48,0,11,0.8,1,0,0,0
61,11,50000,9675.33,0.19,1,20,0.9,0,0,0,0
33,5,200000,22896.22,0.11,2,23,1.0,1,1,0,0
79,27,100000,9912.28,0.1,0,7,0.0,1,0,0,0
44,10,50000,2025.38,0.04,0,23,3.5,1,1,0,0
42,23,100000,4798.97,0.05,1,2,0.5,1,0,0,0
62,1,25000,2177.45,0.09,1,10,0.7,0,0,2,0
38,17,25000,21020.1,0.84,0,5,3.1,1,0,0,0
35,9,25000,9911.61,0.4,0,18,0.1,1,0,0,0
72,20,25000,12308.54,0.49,0,8,1.3,1,0,0,0
38,29,10000,14576.98,1.46,0,14,3.9,1,0,0,0
69,19,100000,4855.14,0.05,0,4,0.7,1,0,0,0
78,11,200000,9801.82,0.05,0,10,0.9,1,1,0,0
71,8,25000,10695.32,0.43,1,2,1.0,1,0,0,0
49,11,25000,3309.46,0.13,2,20,0.9,1,0,0,0
31,17,50000,11535.94,0.23,0,2,3.1,1,0,0,0
23,20,100000,43592.81,0.44,0,14,0.7,1,0,0,0
32,20,200000,5754.6,0.03,0,21,0.2,1,0,9,0
57,5,10000,5043.41,0.5,2,6,3.0,1,0,0,0
75,26,10000,44799.04,4.48,1,5,0.2,1,1,0,0
64,8,200000,17039.99,0.09,1,1,0.1,0,0,0,0
49,5,200000,43713.92,0.22,1,0,2.2,1,0,0,0
37,29,10000,26612.33,2.66,0,15,0.9,1,0,3,0
65,17,200000,46915.42,0.23,0,18,0.6,1,1,4,0
26,4,200000,4022.25,0.02,0,13,5.5,0,0,0,0
22,12,100000,4381.61,0.04,0,15,1.6,1,0,0,0
21,24,25000,882.44,0.04,0,9,1.1,1,0,0,0
41,12,100000,11532.83,0.12,0,9,3.7,1,0,0,0
63,18,200000,2324.68,0.01,0,19,1.8,1,0,0,0
54,26,10000,17773.83,1.78,2,17,1.8,1,0,0,0
21,2,100000,30085.97,0.3,0,9,3.7,1,0,0,0
69,24,100000,2030.31,0.02,0,21,3.2,1,0,0,0
57,19,10000,6030.7,0.6,1,10,1.7,1,1,0,0
32,9,10000,15765.31,1.58,0,17,1.5,1,0,0,0
18,11,10000,16834.36,1.4,0,12,11.5,1,1,5,1
56,20,25000,12859.6,0.51,1,12,3.5,1,1,0,0
50,6,100000,3774.92,0.04,1,9,0.3,0,1,0,0
79,28,50000,13167.34,0.26,1,14,3.4,1,0,0,0
41,18,50000,3646.52,0.07,0,11,2.6,1,0,0,0
67,27,50000,1323.06,0.03,1,20,0.4,1,0,0,0
77,29,10000,7858.72,0.79,0,10,1.9,1,0,0,0
28,20,100000,2142.37,0.02,0,11,1.7,1,0,0,0
55,7,10000,16594.54,1.38,0,11,11.5,1,1,4,1
58,5,25000,12796.87,0.51,0,9,2.0,1,0,0,0
78,22,10000,12775.79,1.28,1,17,1.5,0,0,0,0
22,7,25000,857.49,0.03,1,21,0.0,1,1,0,0
18,6,50000,2860.37,0.06,0,13,2.7,0,1,0,0
24,9,50000,2454.16,0.05,0,15,0.0,1,0,0,0
53,14,10000,12720.08,1.27,2,2,1.0,1,1,0,0
40,1,50000,9315.48,0.19,0,9,1.8,1,0,0,0
41,6,10000,1699.1,0.17,0,15,1.7,1,0,0,0
62,21,50000,13392.93,0.27,1,21,1.4,1,0,0,0
19,25,25000,6550.26,0.26,0,0,0.2,1,1,0,0
45,23,25000,3556.62,0.14,1,21,0.5,0,0,0,0
48,29,50000,39948.52,0.8,0,3,0.5,0,1,0,0
68,26,50000,34390.43,0.69,0,1,1.0,1,0,0,0
