transaction_id,amount,hour,day_of_week,transaction_frequency,avg_transaction_amount,account_age_days,device_change,location_change,transactions_last_hour,transactions_last_day,merchant_risk_score,new_merchant,failed_attempts,is_fraud
UPI_LEGIT_007724,663.61,14,1,6,46.53,1376,0,0,1,2,0.213,0,0,0
UPI_LEGIT_010924,3.55,19,2,6,20.46,1849,0,0,0,0,0.129,0,0,0
UPI_LEGIT_004301,18.12,21,5,5,54.55,927,0,0,1,3,0.067,0,0,0
UPI_FRAUD_000111,1496281.87,0,6,4,543.3,344,1,0,0,3,0.949,0,1,1
UPI_LEGIT_003501,62.9,17,1,2,178.44,2145,0,0,1,1,0.181,0,0,0
UPI_FRAUD_001701,37572.41,21,0,9,39.58,3079,0,0,2,6,0.198,1,0,1
UPI_FRAUD_001783,20973.58,15,3,12,1861.72,1866,1,0,7,9,0.023,0,2,1
UPI_LEGIT_005397,5.06,20,1,3,173.68,3533,0,0,0,3,0.062,0,0,0
UPI_LEGIT_002906,64.79,14,2,5,86.63,3241,0,0,0,3,0.316,0,0,0
UPI_FRAUD_000978,331430.16,1,2,1,91.94,2286,1,0,1,2,0.547,1,0,1
UPI_LEGIT_003971,112.31,8,2,6,96.58,2682,0,0,0,2,0.351,0,0,0
UPI_LEGIT_005271,170.0,19,3,2,34.88,787,0,0,0,4,0.186,0,0,0
UPI_LEGIT_003468,70.76,11,2,2,22.06,2302,1,0,0,4,0.34,0,0,0
UPI_LEGIT_005369,613.43,13,4,3,48.48,2992,0,0,1,1,0.301,1,0,0
UPI_LEGIT_009725,2.54,13,6,1,47.86,1918,0,0,1,1,0.29,0,0,0
UPI_LEGIT_005331,66.18,15,0,0,222.6,2526,0,0,1,0,0.153,0,0,0
UPI_LEGIT_010051,48.91,6,5,3,437.33,3412,0,0,0,2,0.32,0,1,0
UPI_LEGIT_014597,72.83,11,6,5,221.61,348,0,0,2,0,0.302,0,0,0
UPI_LEGIT_002894,1482.96,21,5,3,89.46,2887,0,0,0,2,0.293,0,0,0
UPI_LEGIT_006455,329.97,14,4,6,619.55,2623,0,0,1,1,0.002,0,0,0
UPI_LEGIT_009381,7.62,10,6,1,62.04,2666,0,0,2,0,0.347,0,0,0
UPI_FRAUD_001408,84283.48,16,1,11,405.85,32,0,1,2,5,0.476,0,2,1
UPI_LEGIT_002701,44.13,12,2,6,332.62,3471,0,0,1,1,0.069,0,0,0
UPI_LEGIT_009260,349.31,15,6,4,543.44,2929,0,0,0,0,0.22,1,0,0
UPI_LEGIT_010156,213.55,22,1,7,238.26,1180,0,0,0,0,0.141,0,0,0
UPI_LEGIT_003101,175.82,22,2,2,205.13,2232,0,0,0,1,0.358,0,0,0
UPI_LEGIT_008955,440.49,18,1,3,257.49,740,0,0,0,2,0.371,0,1,0
UPI_LEGIT_005372,110.23,13,6,3,46.12,2879,0,1,0,4,0.264,0,0,0
UPI_LEGIT_012752,156.66,21,5,5,106.56,1133,0,0,1,4,0.357,0,0,0
UPI_LEGIT_007741,124.24,11,1,1,124.68,1674,0,0,1,3,0.337,1,0,0
UPI_LEGIT_003599,68.48,20,5,2,84.42,1897,0,0,0,1,0.168,0,0,0
UPI_LEGIT_003689,292.15,7,0,3,20.12,2369,0,0,0,5,0.057,0,0,0
UPI_LEGIT_007251,262.58,13,6,5,531.63,1393,0,0,0,1,0.18,0,0,0
UPI_LEGIT_013487,54.48,7,4,1,5.06,929,0,0,0,1,0.285,1,0,0
UPI_LEGIT_008589,1752.97,19,5,4,161.42,3639,0,0,2,3,0.002,0,0,0
UPI_FRAUD_000396,1812513.05,5,3,4,260.87,569,0,0,3,0,0.797,0,1,1
UPI_LEGIT_014741,1630.58,16,0,4,230.58,2234,0,0,2,1,0.155,0,0,0
UPI_LEGIT_008029,643.85,11,4,3,396.91,1101,0,0,0,2,0.274,0,0,0
UPI_LEGIT_002638,1432.48,20,0,5,111.16,1791,0,0,0,2,0.231,0,0,0
UPI_LEGIT_011567,3266.43,15,3,6,193.37,2913,0,0,0,2,0.017,1,0,0
UPI_LEGIT_005282,116.98,6,3,2,99.53,2969,0,0,0,2,0.302,0,0,0
UPI_LEGIT_005034,320.01,19,0,4,135.5,1485,0,0,0,2,0.262,0,0,0
UPI_LEGIT_010312,7800.14,8,4,0,29.35,2025,0,0,0,1,0.258,0,0,0
UPI_FRAUD_001599,93034.11,13,5,10,127.23,992,0,1,2,8,0.294,1,2,1
UPI_LEGIT_008723,2124.56,6,6,5,228.51,2391,0,0,0,1,0.171,0,0,0
UPI_LEGIT_013842,9164.85,8,5,0,186.84,2986,0,0,0,2,0.233,0,0,0
UPI_FRAUD_000817,1061275.51,7,3,6,433.65,1335,1,0,0,2,0.776,0,0,1
UPI_LEGIT_007205,896.89,6,4,2,93.52,2440,0,0,0,1,0.268,0,0,0
UPI_LEGIT_006480,259.96,17,5,4,73.12,964,0,0,1,3,0.138,0,1,0
UPI_LEGIT_012274,551.37,19,3,0,97.99,1638,0,0,1,1,0.243,1,1,0
UPI_LEGIT_004463,117.63,17,3,4,11.52,1779,0,0,0,1,0.291,0,0,0
UPI_LEGIT_007492,14.99,10,1,2,1030.1,714,0,0,0,4,0.015,0,0,0
UPI_LEGIT_004013,2095.57,18,1,3,93.88,2206,0,0,0,0,0.362,1,0,0
UPI_LEGIT_012934,31.87,9,1,3,37.82,2730,0,0,0,1,0.256,1,0,0
UPI_LEGIT_005389,15.41,11,0,2,262.83,3476,0,0,0,1,0.068,1,0,0
UPI_LEGIT_007765,91.25,11,5,0,82.04,3097,0,0,2,1,0.304,0,0,0
UPI_LEGIT_014631,3.71,9,4,5,35.65,299,0,0,1,4,0.313,0,0,0
UPI_LEGIT_010788,146.66,6,4,1,130.02,1192,0,1,0,2,0.145,0,0,0
UPI_FRAUD_000611,680596.21,23,3,1,95.32,663,1,0,0,2,0.771,0,0,1
UPI_FRAUD_001512,34494.54,7,1,5,75.47,1840,0,0,6,6,0.288,0,7,1
UPI_LEGIT_011272,24.72,14,0,0,110.84,3374,0,0,1,4,0.054,0,0,0
UPI_LEGIT_002559,150.68,6,2,4,399.87,1252,0,0,0,1,0.054,0,0,0
UPI_LEGIT_009186,887.15,16,4,1,89.95,3205,0,0,1,1,0.271,0,0,0
UPI_LEGIT_009281,156.81,15,4,5,416.1,2839,0,0,0,0,0.163,0,2,0
UPI_LEGIT_013643,1404.48,13,2,1,131.68,275,0,0,0,3,0.137,0,0,0
UPI_LEGIT_014536,1024.71,15,5,4,151.43,1083,0,0,0,3,0.33,0,0,0
UPI_LEGIT_002585,402.31,15,4,5,16.99,969,0,0,1,3,0.213,0,0,0
UPI_LEGIT_009855,148.87,9,2,1,62.15,3322,0,0,0,0,0.024,0,0,0
UPI_LEGIT_007836,4.45,6,1,7,329.08,1703,0,0,0,4,0.284,0,0,0
UPI_LEGIT_004447,72.39,22,4,3,165.17,1287,0,0,0,0,0.211,0,0,0
UPI_LEGIT_004274,1515.31,11,2,0,111.0,1952,0,0,0,1,0.358,0,0,0
UPI_FRAUD_000763,1242853.23,18,0,1,112.47,1991,0,1,1,0,0.886,0,1,1
UPI_LEGIT_002473,1707.94,11,6,4,72.82,734,0,0,0,3,0.195,0,0,0
UPI_LEGIT_010153,623.78,19,2,3,59.3,299,0,0,0,4,0.106,0,1,0
UPI_LEGIT_005421,60.16,20,2,2,45.56,2994,0,0,1,2,0.235,0,0,0
UPI_LEGIT_007320,46.08,14,6,3,52.57,1870,0,0,1,0,0.073,0,0,0
UPI_LEGIT_009969,499.45,7,5,2,113.3,1202,0,0,0,1,0.038,0,0,0
UPI_LEGIT_007585,589.23,18,2,2,199.77,2813,0,1,0,2,0.396,0,0,0
UPI_LEGIT_003776,36.95,21,0,4,28.62,185,0,0,0,2,0.197,0,0,0
UPI_LEGIT_007722,137.56,7,3,6,128.19,321,1,0,0,3,0.328,0,0,0
UPI_LEGIT_008013,306.82,15,2,4,14.38,3058,0,0,0,2,0.344,1,0,0
UPI_FRAUD_001621,63000.71,6,3,10,140.63,756,0,0,1,6,0.622,0,2,1
UPI_LEGIT_013634,118.95,17,3,1,224.96,3155,0,0,0,2,0.302,0,0,0
UPI_LEGIT_003944,40.33,14,4,2,141.11,1230,0,0,1,2,0.243,0,0,0
UPI_LEGIT_006162,689.93,21,0,5,234.57,623,0,0,0,2,0.08,0,0,0
UPI_LEGIT_003069,345.49,22,0,4,44.48,1438,0,0,0,1,0.246,1,0,0
UPI_LEGIT_012872,16.49,21,1,3,39.11,1793,0,0,0,0,0.073,1,0,0
UPI_LEGIT_006508,335.87,10,1,4,1042.68,603,0,0,0,3,0.315,0,0,0
UPI_LEGIT_004974,84.11,7,0,2,86.43,1839,0,0,0,3,0.334,1,0,0
UPI_LEGIT_014320,21.58,22,2,3,394.91,2975,0,0,0,1,0.087,0,0,0
UPI_LEGIT_013246,519.28,8,3,3,55.63,2622,0,0,0,3,0.188,1,0,0
UPI_LEGIT_007517,10.06,18,3,4,36.34,903,0,0,0,3,0.105,1,0,0
UPI_LEGIT_006991,52.92,10,4,3,196.3,2020,1,0,1,4,0.163,0,1,0
UPI_LEGIT_005044,4.32,14,0,1,95.46,784,0,0,1,4,0.151,0,1,0
UPI_LEGIT_004526,41.02,22,3,6,38.15,2518,0,0,0,2,0.352,0,0,0
UPI_LEGIT_002534,76.83,19,3,5,750.9,3005,0,0,1,0,0.228,0,0,0
UPI_LEGIT_011432,198.65,19,5,6,506.0,1536,0,0,1,2,0.112,0,0,0
UPI_LEGIT_006913,1.73,16,2,1,166.01,2402,0,0,1,3,0.163,1,0,0
UPI_LEGIT_007169,12.25,19,6,4,129.88,428,0,0,0,2,0.389,1,0,0
UPI_LEGIT_014419,18.46,16,5,2,176.41,3393,0,0,0,0,0.356,1,0,0
UPI_LEGIT_003275,127.48,6,6,4,144.35,1121,0,0,0,2,0.13,0,0,0
UPI_FRAUD_000653,1332225.78,9,3,1,20.08,1376,1,0,0,1,0.959,1,0,1
UPI_LEGIT_004304,596.53,17,4,2,305.53,2784,0,0,0,2,0.342,0,0,0
UPI_LEGIT_012395,49.17,10,0,0,279.45,1182,1,0,0,1,0.395,0,0,0
UPI_LEGIT_006879,242.74,7,6,5,225.17,249,0,0,0,4,0.201,0,0,0
UPI_LEGIT_014950,7965.38,8,4,3,211.59,1225,0,0,2,2,0.096,0,0,0
UPI_LEGIT_013790,112.6,9,2,2,38.39,1938,0,0,0,4,0.13,0,0,0
UPI_LEGIT_011467,605.84,20,4,2,231.56,1876,0,0,0,1,0.277,0,0,0
UPI_LEGIT_003251,55.47,15,3,1,772.49,421,0,0,0,2,0.241,1,0,0
UPI_LEGIT_014512,382.82,8,6,4,236.82,1858,0,1,0,1,0.198,0,2,0
UPI_LEGIT_013717,239.83,20,5,4,427.83,3237,0,0,0,1,0.292,0,0,0
UPI_FRAUD_000479,1204795.6,21,1,4,9.12,52,1,0,0,1,0.647,0,0,1
UPI_LEGIT_009189,509.65,14,1,4,284.65,873,0,0,0,0,0.234,0,0,0
UPI_LEGIT_005902,23.1,20,4,0,855.8,2243,0,0,1,3,0.156,0,0,0
UPI_LEGIT_005657,262.36,12,4,1,84.97,1759,0,0,1,4,0.109,0,0,0
UPI_FRAUD_000103,1465047.77,1,5,5,1274.24,2086,0,0,0,3,0.642,0,0,1
UPI_FRAUD_001157,113457.53,1,3,2,10.36,121,1,0,1,4,0.12,1,0,1
UPI_FRAUD_001383,86750.58,20,6,7,55.86,3229,1,0,3,10,0.698,1,2,1
UPI_LEGIT_011845,172.31,6,3,2,10.38,354,0,0,0,2,0.35,0,0,0
UPI_LEGIT_004288,49.75,9,1,2,638.81,2141,0,0,0,2,0.149,1,0,0
UPI_LEGIT_010129,177.93,9,5,6,118.01,704,0,0,1,4,0.125,0,0,0
UPI_LEGIT_007412,374.43,8,6,6,66.12,1989,0,0,0,0,0.128,0,0,0
UPI_LEGIT_002996,120.64,19,4,1,251.96,1307,0,0,0,2,0.173,1,0,0
UPI_LEGIT_003087,153.94,18,6,3,153.29,323,0,0,0,1,0.02,0,0,0
UPI_FRAUD_000647,597703.21,15,0,4,20.92,1108,0,1,2,5,0.917,0,0,1
UPI_LEGIT_007293,101.42,14,2,2,86.18,3273,0,0,1,0,0.294,0,0,0
UPI_LEGIT_008051,1058.73,9,3,2,88.5,1015,0,0,0,0,0.035,0,0,0
UPI_LEGIT_008426,13.47,7,6,3,224.71,3586,0,0,2,2,0.224,0,0,0
UPI_LEGIT_008119,22.02,6,4,2,81.54,951,0,0,2,1,0.074,1,0,0
UPI_FRAUD_001457,66630.66,8,1,12,182.92,402,0,0,4,9,0.094,1,2,1
UPI_LEGIT_011710,4888.31,6,6,2,166.12,2922,0,0,1,2,0.063,0,0,0
UPI_LEGIT_013544,104.89,15,1,4,400.17,2288,0,0,2,2,0.056,1,0,0
UPI_LEGIT_010291,463.8,20,5,6,157.75,578,0,0,1,1,0.141,0,0,0
UPI_LEGIT_013318,106.55,21,4,1,209.78,420,0,0,0,3,0.054,1,1,0
UPI_LEGIT_013779,219.42,9,0,2,179.58,1137,0,0,0,2,0.252,1,0,0
UPI_LEGIT_013271,102.17,21,6,6,48.2,1581,1,0,0,2,0.158,0,0,0
UPI_LEGIT_013627,169.01,9,4,4,44.17,684,0,0,0,5,0.156,1,0,0
UPI_LEGIT_002614,310.52,9,6,2,81.93,482,0,0,2,0,0.311,0,0,0
UPI_FRAUD_000543,582735.08,21,5,2,196.32,1976,1,0,0,1,0.965,0,0,1
UPI_LEGIT_013199,760.3,11,5,5,216.81,2914,0,0,1,1,0.06,0,0,0
UPI_LEGIT_010428,967.12,19,6,2,119.48,2292,0,0,0,5,0.172,0,1,0
UPI_LEGIT_003405,14.22,9,6,4,223.21,200,0,0,0,2,0.142,0,0,0
UPI_LEGIT_011082,13961.19,11,0,3,394.3,1019,0,0,0,1,0.079,0,0,0
UPI_LEGIT_003260,6.04,19,2,4,31.7,528,0,0,1,3,0.179,0,0,0
UPI_LEGIT_011952,129.18,21,6,0,202.33,1576,0,0,0,0,0.133,1,0,0
UPI_LEGIT_003184,12.32,8,4,3,191.25,862,0,0,2,3,0.374,1,0,0
UPI_FRAUD_000741,1415251.88,9,4,3,1006.99,2129,1,0,1,2,0.956,0,0,1
UPI_LEGIT_011355,37.04,18,2,4,95.87,3250,0,0,0,3,0.124,0,0,0
UPI_LEGIT_005361,1527.94,11,0,4,488.19,1787,0,0,1,3,0.1,0,0,0
UPI_LEGIT_007456,382.15,15,0,5,55.62,1893,0,0,0,1,0.329,0,0,0
UPI_LEGIT_008649,53.6,16,0,0,267.74,1403,0,0,1,2,0.279,0,0,0
UPI_FRAUD_002144,672365.51,1,4,1,17.25,28,0,0,0,3,0.701,0,1,1
UPI_FRAUD_001880,365084.0,20,2,3,18.66,70,0,0,2,0,0.07,1,0,1
UPI_LEGIT_011071,64.21,7,2,3,112.84,401,0,0,0,1,0.046,0,0,0
UPI_LEGIT_003691,73.04,8,2,3,291.06,3114,0,0,1,4,0.376,0,0,0
UPI_LEGIT_012140,251.71,20,1,1,15.99,1068,0,0,0,3,0.392,0,0,0
UPI_FRAUD_000333,505877.56,2,3,4,16.52,415,0,0,1,2,0.88,0,1,1
UPI_LEGIT_013671,78.46,19,4,3,43.77,421,0,0,1,2,0.245,0,0,0
UPI_LEGIT_002286,75.67,12,2,3,122.38,1714,0,0,1,1,0.294,0,0,0
UPI_LEGIT_009842,1370.18,12,0,2,260.76,1329,0,0,1,3,0.164,0,0,0
UPI_FRAUD_000714,650214.9,19,6,3,35.88,364,1,0,1,2,0.99,0,0,1
UPI_LEGIT_002992,268.11,10,0,5,1220.77,2712,0,0,1,3,0.028,0,0,0
UPI_LEGIT_013856,10.79,17,5,5,68.9,2386,0,0,0,2,0.249,1,0,0
UPI_LEGIT_005903,147.11,22,6,3,69.49,3513,0,1,1,1,0.057,1,0,0
UPI_LEGIT_014132,536.41,19,3,7,184.6,3113,0,0,0,4,0.197,0,0,0
UPI_LEGIT_011107,85.23,16,4,3,206.57,2987,0,0,4,1,0.378,0,0,0
UPI_LEGIT_004816,102.2,10,6,3,361.92,1590,0,0,1,2,0.399,0,0,0
UPI_LEGIT_010631,33.73,15,1,2,106.31,3126,0,1,0,3,0.304,0,0,0
UPI_LEGIT_004229,833.28,17,2,4,136.27,1285,0,0,0,4,0.127,0,0,0
UPI_LEGIT_008982,224.44,22,2,3,111.99,2133,0,0,0,2,0.321,1,0,0
UPI_LEGIT_013186,28.91,12,5,4,552.77,548,0,1,0,2,0.244,0,0,0
UPI_LEGIT_009529,309.68,20,4,3,72.35,877,0,0,0,1,0.071,0,0,0
UPI_LEGIT_011772,2646.62,11,6,3,188.79,3253,0,0,1,4,0.379,0,0,0
UPI_FRAUD_000839,727686.63,7,5,1,18.33,2550,1,1,0,4,0.955,0,0,1
UPI_LEGIT_012644,36.46,21,4,1,70.44,3136,0,0,1,1,0.318,0,0,0
UPI_LEGIT_010675,225.36,20,1,1,44.42,2095,0,0,0,2,0.081,0,0,0
UPI_LEGIT_013651,17859.19,9,2,5,489.0,477,0,0,1,3,0.33,1,0,0
UPI_LEGIT_006545,33.81,17,1,3,58.93,2160,0,0,1,0,0.347,1,0,0
UPI_LEGIT_012449,110.94,6,1,5,123.78,3024,0,0,0,3,0.157,1,0,0
UPI_LEGIT_005727,494.63,9,4,3,269.55,2244,0,0,0,0,0.367,0,0,0
UPI_LEGIT_011030,285.01,15,0,2,390.29,1541,0,0,0,1,0.011,0,0,0
UPI_LEGIT_008602,66.54,19,4,2,241.15,1884,0,0,0,1,0.25,0,0,0
UPI_LEGIT_007729,5399.39,14,0,4,143.51,2308,0,0,1,2,0.231,0,0,0
UPI_LEGIT_014453,554.26,15,2,6,146.26,2503,0,0,0,0,0.099,1,0,0
UPI_FRAUD_000744,633226.75,7,6,5,79.58,2531,1,0,1,1,0.797,0,0,1
UPI_FRAUD_001965,979485.22,16,1,5,106.44,44,1,0,0,3,0.853,1,0,1
UPI_LEGIT_005426,133.84,11,3,4,644.04,476,0,0,1,1,0.309,0,0,0
UPI_LEGIT_006192,309.44,15,0,5,77.55,3606,0,0,1,2,0.198,0,0,0
UPI_FRAUD_001142,404650.79,5,4,1,39.42,982,1,0,0,2,0.57,0,0,1
UPI_LEGIT_011733,203.2,10,1,4,234.65,2515,0,0,0,5,0.374,0,0,0
UPI_LEGIT_008660,488.84,8,1,0,241.7,254,0,0,0,0,0.374,0,0,0
UPI_LEGIT_011495,36.89,20,0,5,553.3,1708,0,1,0,4,0.284,0,0,0
UPI_LEGIT_014477,16.61,7,4,2,180.55,208,0,0,1,1,0.135,0,0,0
UPI_LEGIT_014188,28.23,15,6,2,238.22,1208,0,0,2,2,0.141,0,0,0
UPI_LEGIT_014548,329.84,9,3,2,24.62,1026,0,0,0,3,0.094,1,0,0
UPI_LEGIT_009399,105.21,20,3,3,491.46,3036,0,0,1,2,0.19,0,0,0
UPI_LEGIT_005942,1844.34,14,0,0,72.44,3397,0,0,1,0,0.076,1,0,0
UPI_LEGIT_007319,2294.55,10,1,7,70.67,288,0,0,1,1,0.145,0,0,0
UPI_LEGIT_004767,37.87,10,3,3,29.58,1728,0,0,1,1,0.236,0,1,0
UPI_FRAUD_000530,1006369.74,16,1,6,115.32,640,1,0,1,1,0.887,1,0,1
UPI_LEGIT_004100,17.94,17,5,6,108.8,2898,0,0,0,5,0.227,0,0,0
UPI_LEGIT_004097,70.65,9,6,3,74.36,3503,0,0,0,0,0.371,0,1,0
UPI_LEGIT_012889,56.75,7,1,3,307.98,1206,0,0,1,0,0.389,1,0,0
UPI_LEGIT_006501,223.89,12,2,3,830.42,2116,0,0,1,3,0.299,0,0,0
UPI_LEGIT_006025,781.81,13,4,4,44.56,1741,0,0,0,2,0.273,0,0,0
UPI_LEGIT_009269,18.39,16,3,3,310.0,3350,0,0,0,2,0.186,0,0,0
UPI_LEGIT_010577,322.44,20,5,3,76.0,1229,0,0,0,3,0.072,0,0,0
UPI_LEGIT_005183,86.64,13,5,1,631.12,2536,0,0,0,6,0.142,0,0,0
UPI_LEGIT_013616,23.29,9,6,2,221.06,3511,0,0,0,1,0.362,0,0,0
UPI_LEGIT_005082,78.56,6,4,4,53.87,1842,0,0,0,0,0.239,0,0,0
UPI_LEGIT_005766,541.66,7,4,1,480.84,1371,0,1,0,1,0.072,0,0,0
UPI_LEGIT_004170,4056.4,8,3,1,19.68,1805,0,0,0,4,0.067,1,0,0
UPI_LEGIT_011572,23.69,17,1,3,11.93,1709,0,0,1,0,0.113,1,0,0
UPI_LEGIT_012832,19951.89,7,0,2,45.26,3011,0,1,0,2,0.253,1,0,0
UPI_LEGIT_009313,1417.6,14,5,3,263.91,3118,0,0,1,2,0.232,1,0,0
UPI_LEGIT_007828,139.38,17,3,4,127.02,1082,0,0,0,3,0.377,0,0,0
UPI_LEGIT_007628,119.35,15,1,5,145.04,2345,0,1,0,2,0.035,0,0,0
UPI_LEGIT_012278,455.94,20,6,1,287.82,2427,0,0,1,1,0.114,0,0,0
UPI_LEGIT_012551,1130.24,9,3,1,72.86,3041,0,0,1,1,0.031,0,0,0
UPI_LEGIT_012180,264.15,21,0,6,233.36,1524,0,0,1,0,0.013,0,0,0
UPI_LEGIT_005589,127.96,10,0,0,443.82,1513,0,0,0,2,0.142,0,0,0
UPI_LEGIT_006248,211.96,13,4,2,300.33,2282,0,0,1,1,0.23,0,0,0
UPI_LEGIT_010390,85.95,21,6,0,39.78,2428,0,0,2,3,0.4,0,0,0
UPI_LEGIT_002448,3570.85,10,4,3,172.12,3077,0,0,0,2,0.081,1,0,0
UPI_LEGIT_007756,33.12,7,5,4,181.34,2015,0,0,0,1,0.131,1,0,0
UPI_LEGIT_009455,55.05,21,5,2,125.07,1101,0,0,0,1,0.117,0,0,0
UPI_FRAUD_002117,520723.22,3,2,5,18.83,8,0,0,0,0,0.952,1,0,1
UPI_LEGIT_011069,747.73,15,5,3,45.11,950,0,0,0,1,0.196,1,0,0
UPI_LEGIT_003635,4.4,10,4,1,189.49,1289,0,0,1,1,0.295,0,0,0
UPI_LEGIT_002456,481.03,12,5,4,163.32,3193,0,0,0,3,0.043,1,0,0
UPI_LEGIT_008625,2459.16,21,0,0,58.16,399,0,0,0,2,0.307,0,0,0
UPI_FRAUD_001183,367703.15,0,2,4,97.26,804,1,0,1,3,0.144,0,1,1
UPI_LEGIT_011158,197.77,18,0,4,27.97,1028,0,0,0,3,0.306,1,1,0
UPI_LEGIT_006205,67.97,18,2,1,258.18,2912,0,0,0,1,0.015,0,0,0
UPI_LEGIT_012502,560.44,11,6,1,56.68,3130,0,0,0,0,0.051,0,0,0
UPI_LEGIT_004329,827.23,10,6,3,42.68,527,0,0,2,3,0.198,0,0,0
UPI_LEGIT_008149,83.2,21,1,2,1406.01,266,0,0,0,3,0.301,0,0,0
UPI_LEGIT_004695,414.05,21,4,3,78.85,1454,0,0,0,1,0.318,0,0,0
UPI_LEGIT_014114,192.35,22,0,6,40.38,2694,0,0,0,1,0.319,0,0,0
UPI_LEGIT_013266,564.16,13,0,2,46.21,269,0,0,0,1,0.094,1,0,0
UPI_LEGIT_011791,53.59,18,5,3,232.41,3009,0,0,1,0,0.324,0,0,0
UPI_LEGIT_004045,11.17,16,6,5,248.42,2250,0,0,0,2,0.201,0,0,0
UPI_LEGIT_007061,598.45,11,6,6,120.09,825,0,0,0,0,0.288,0,0,0
UPI_LEGIT_004739,21.41,8,4,6,61.55,1754,0,0,0,1,0.137,0,0,0
UPI_LEGIT_003545,76.09,22,2,1,239.72,3391,0,0,0,3,0.207,0,0,0
UPI_LEGIT_012682,135.94,16,6,5,136.16,734,0,0,0,1,0.216,0,1,0
UPI_FRAUD_000621,1224704.28,6,6,1,33.22,3556,1,1,0,3,0.854,0,0,1
UPI_LEGIT_008641,3.46,6,3,0,107.62,3564,0,0,2,3,0.091,1,0,0
UPI_LEGIT_009799,139.05,20,0,3,102.85,2275,0,0,1,1,0.137,0,0,0
UPI_LEGIT_005937,283.97,20,5,3,291.52,1243,0,0,0,1,0.19,0,0,0
UPI_LEGIT_013193,403.88,13,5,2,16.42,3103,0,0,0,1,0.354,0,0,0
UPI_LEGIT_004814,88.45,12,1,2,807.25,1110,0,0,1,1,0.238,0,0,0
UPI_LEGIT_002444,1151.34,13,4,3,79.22,2382,0,0,0,3,0.091,0,0,0
UPI_LEGIT_010510,47.85,18,6,3,117.88,2614,0,0,0,4,0.199,0,0,0
UPI_LEGIT_009309,1564.21,10,3,1,111.45,3156,0,0,0,1,0.304,0,0,0
UPI_LEGIT_007991,12.97,14,5,4,234.06,434,0,1,0,3,0.277,0,0,0
UPI_LEGIT_013369,38.19,22,2,7,48.19,3066,0,0,0,1,0.198,0,0,0
UPI_LEGIT_005654,1847.1,8,6,1,680.57,562,0,0,1,1,0.067,0,0,0
UPI_LEGIT_014377,238.28,16,0,5,62.18,2782,1,0,0,2,0.032,0,1,0
UPI_LEGIT_010710,63.12,21,5,1,131.79,2416,0,0,1,4,0.062,1,0,0
UPI_LEGIT_007220,522.55,22,6,3,94.62,2392,0,0,0,1,0.198,0,0,0
UPI_LEGIT_008802,147.62,18,5,2,243.81,2109,0,0,0,1,0.277,0,0,0
UPI_LEGIT_013722,1.52,16,1,2,179.8,2955,0,1,1,0,0.365,0,0,0
UPI_FRAUD_000185,1646530.08,1,4,2,40.74,1259,0,1,0,2,0.855,1,0,1
UPI_LEGIT_014815,239.97,18,3,3,393.72,2260,0,0,0,3,0.341,0,1,0
UPI_LEGIT_012705,143.31,6,2,1,170.36,584,0,0,0,3,0.203,1,0,0
UPI_LEGIT_014626,3.18,18,4,3,24.48,1924,0,0,0,2,0.356,0,0,0
UPI_LEGIT_008926,1189.41,7,2,6,51.38,1724,0,0,0,2,0.1,0,0,0
UPI_LEGIT_009778,4.72,7,3,6,107.02,1527,0,0,0,1,0.067,0,0,0
UPI_LEGIT_002909,1026.64,14,4,4,66.44,1336,0,1,0,0,0.224,0,0,0
UPI_LEGIT_003449,278.1,12,3,3,886.9,1625,0,0,1,3,0.082,0,1,0
UPI_LEGIT_008724,6.64,22,3,2,156.13,3040,0,0,0,3,0.034,0,0,0
UPI_LEGIT_011066,4173.85,14,5,4,2626.29,3639,0,0,0,2,0.168,1,0,0
UPI_LEGIT_008304,1685.81,15,5,3,66.26,1390,0,0,0,3,0.247,0,0,0
UPI_LEGIT_012272,154.78,21,4,7,158.87,3189,0,0,0,2,0.389,0,0,0
UPI_LEGIT_013115,69.46,11,2,3,116.45,2685,0,0,0,3,0.269,0,0,0
UPI_LEGIT_014141,341.17,10,0,1,298.5,866,0,0,0,2,0.196,0,1,0
UPI_LEGIT_008169,104.85,19,6,3,193.12,2303,0,0,0,1,0.151,0,0,0
UPI_LEGIT_009432,224.81,12,3,3,155.91,3101,0,0,1,2,0.311,0,0,0
UPI_LEGIT_012367,28.86,19,4,4,159.67,537,0,0,0,4,0.057,0,1,0
UPI_LEGIT_013824,9936.94,6,3,3,229.19,1307,0,0,0,3,0.174,0,0,0
UPI_LEGIT_012632,2.53,11,0,1,234.04,2321,0,0,1,2,0.233,1,0,0
UPI_LEGIT_003894,141.28,15,1,2,40.75,402,0,0,0,2,0.345,0,0,0
UPI_LEGIT_014661,381.11,21,0,4,30.3,565,0,0,3,2,0.346,1,2,0
UPI_LEGIT_006695,18.71,13,5,5,33.89,2826,0,0,0,1,0.088,1,0,0
UPI_LEGIT_012266,878.53,14,2,3,128.73,251,0,1,1,0,0.082,0,0,0
UPI_FRAUD_000676,1330583.33,14,1,6,89.41,789,1,0,1,2,0.902,0,1,1
UPI_LEGIT_010313,29.39,8,5,2,87.49,408,0,0,1,2,0.376,0,0,0
UPI_LEGIT_013048,14.91,8,5,1,181.75,982,0,0,0,4,0.14,1,0,0
