person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,dti_ratio,delinquencies_2yrs,revolving_utilization,total_accounts,inquiries_6months,public_records,loan_status
54,38221.28,MORTGAGE,12,HOMEIMPROVEMENT,A,31975,19.86,0.84,N,7,0.4,0,0.57,13,0,0,0
61,38125.38,OWN,22,VENTURE,C,21856,5.56,0.57,N,11,0.48,0,0.01,28,3,0,1
34,90302.83,MORTGAGE,36,EDUCATION,C,22497,6.18,0.25,Y,9,0.3,1,0.3,5,0,0,0
43,104287.54,RENT,10,EDUCATION,D,22775,20.78,0.22,N,29,0.5,0,0.44,4,0,0,0
54,51308.88,RENT,34,MEDICAL,D,40398,20.04,0.79,N,6,0.11,0,0.09,20,0,0,1
39,90535.22,MORTGAGE,36,HOMEIMPROVEMENT,B,19340,19.87,0.21,N,25,0.47,0,0.27,17,0,0,0
38,22391.86,RENT,13,VENTURE,C,20504,8.01,0.92,N,9,0.48,0,0.07,15,2,0,1
61,41976.97,RENT,29,HOMEIMPROVEMENT,D,42012,18.16,1.0,Y,19,0.18,1,0.51,7,0,0,1
60,61354.52,RENT,36,DEBTCONSOLIDATION,D,47147,11.05,0.77,N,6,0.17,0,0.29,14,1,0,0
46,43183.98,RENT,2,EDUCATION,D,15945,10.81,0.37,N,15,0.31,0,0.15,29,0,0,0
25,63137.0,RENT,21,DEBTCONSOLIDATION,F,49910,23.47,0.79,N,19,0.21,0,0.14,14,0,0,0
37,37308.23,MORTGAGE,2,VENTURE,C,43852,17.75,1.18,N,2,0.26,0,0.22,3,2,0,0
58,81594.92,RENT,0,VENTURE,A,16902,7.44,0.21,N,14,0.2,0,0.38,27,0,1,0
51,21136.65,MORTGAGE,3,DEBTCONSOLIDATION,C,37929,23.35,1.79,N,6,0.36,0,0.38,8,0,0,0
45,63729.18,MORTGAGE,29,MEDICAL,F,8282,21.63,0.13,N,22,0.35,0,0.02,19,1,0,0
41,42279.13,MORTGAGE,11,HOMEIMPROVEMENT,D,43179,6.32,1.02,N,2,0.32,0,0.16,27,0,0,1
63,65553.37,MORTGAGE,21,EDUCATION,E,11787,16.45,0.18,Y,12,0.19,1,0.16,2,1,0,0
37,39647.98,RENT,16,EDUCATION,A,10751,22.69,0.27,N,25,0.15,0,0.21,21,0,0,0
30,65707.29,MORTGAGE,25,PERSONAL,G,3930,20.97,0.06,Y,29,0.51,1,0.08,6,0,0,1
29,74956.63,MORTGAGE,23,HOMEIMPROVEMENT,A,15007,19.17,0.2,Y,29,0.15,1,0.22,19,2,0,0
49,120223.06,MORTGAGE,31,PERSONAL,G,21378,9.27,0.18,N,25,0.49,0,0.2,8,0,0,0
22,33627.46,RENT,39,MEDICAL,D,22925,9.42,0.68,Y,10,0.59,1,0.43,19,1,0,1
30,101601.91,MORTGAGE,10,HOMEIMPROVEMENT,B,26080,16.24,0.26,Y,29,0.5,1,0.02,26,0,0,0
61,32841.34,MORTGAGE,11,PERSONAL,A,43285,18.49,1.32,N,27,0.13,0,0.24,6,0,0,0
34,74506.58,MORTGAGE,5,HOMEIMPROVEMENT,E,9112,24.68,0.12,Y,17,0.54,1,0.13,13,0,0,1
51,43591.75,MORTGAGE,3,HOMEIMPROVEMENT,A,7455,20.33,0.17,N,17,0.21,0,0.11,10,0,0,0
53,53599.03,RENT,35,VENTURE,G,29989,6.22,0.56,N,10,0.19,0,0.38,21,0,0,0
41,38521.44,RENT,14,VENTURE,C,41636,20.1,1.08,N,14,0.25,0,0.51,5,1,0,0
38,141735.76,MORTGAGE,24,DEBTCONSOLIDATION,E,12780,9.14,0.09,N,6,0.4,0,0.14,9,0,0,0
64,182091.97,MORTGAGE,3,DEBTCONSOLIDATION,F,15133,20.32,0.08,N,23,0.25,0,0.23,21,0,0,0
40,24484.74,MORTGAGE,35,VENTURE,A,21098,5.97,0.86,N,12,0.37,0,0.39,18,1,0,0
57,79960.87,MORTGAGE,6,PERSONAL,D,22245,8.92,0.28,Y,29,0.36,1,0.04,14,0,1,0
44,68258.56,OWN,36,MEDICAL,A,39245,19.59,0.57,N,20,0.52,0,0.03,2,0,0,1
41,95010.26,RENT,32,HOMEIMPROVEMENT,D,19852,20.23,0.21,N,3,0.38,0,0.39,11,0,0,0
30,44954.32,OWN,22,PERSONAL,D,22902,19.98,0.51,N,22,0.36,0,0.62,4,0,0,0
49,80597.12,RENT,37,HOMEIMPROVEMENT,E,16895,7.08,0.21,N,3,0.55,0,0.29,28,1,0,0
41,42500.18,MORTGAGE,23,PERSONAL,E,7909,7.67,0.19,Y,18,0.33,1,0.07,25,1,0,0
35,45397.35,RENT,38,MEDICAL,D,46797,5.51,1.03,N,11,0.13,0,0.18,4,1,1,1
32,91415.99,MORTGAGE,17,HOMEIMPROVEMENT,A,14928,15.12,0.16,N,14,0.5,0,0.39,13,0,0,0
55,78143.19,RENT,26,VENTURE,B,28776,23.55,0.37,Y,20,0.59,1,0.36,18,2,0,0
63,47165.27,MORTGAGE,14,PERSONAL,E,15844,6.79,0.34,Y,4,0.56,1,0.11,21,0,0,0
26,55223.99,MORTGAGE,39,PERSONAL,B,42359,23.27,0.77,N,25,0.42,0,0.32,8,0,0,0
53,71518.68,RENT,25,HOMEIMPROVEMENT,B,1617,22.74,0.02,N,24,0.47,0,0.25,13,0,0,0
37,57630.34,MORTGAGE,34,MEDICAL,G,15239,10.52,0.26,N,3,0.1,0,0.18,16,0,0,0
41,56580.22,MORTGAGE,35,VENTURE,C,4172,11.65,0.07,N,27,0.24,0,0.64,17,0,1,0
58,129709.72,OWN,38,PERSONAL,C,10533,15.58,0.08,Y,20,0.39,2,0.37,2,0,0,0
64,45239.29,MORTGAGE,11,MEDICAL,B,4819,14.76,0.11,N,2,0.56,0,0.62,23,0,0,0
60,19973.09,RENT,27,MEDICAL,E,49081,20.78,2.46,Y,16,0.14,2,0.2,19,0,0,1
56,48211.74,RENT,9,PERSONAL,E,38355,17.48,0.8,N,5,0.23,0,0.18,11,0,0,0
33,131914.55,RENT,19,HOMEIMPROVEMENT,C,13885,14.19,0.11,N,19,0.56,0,0.52,6,1,0,0
64,51462.71,MORTGAGE,16,DEBTCONSOLIDATION,F,10089,24.08,0.2,Y,4,0.25,1,0.72,23,1,0,1
43,45504.8,MORTGAGE,31,HOMEIMPROVEMENT,B,36623,7.53,0.8,N,22,0.46,0,0.23,19,0,0,0
44,98226.37,RENT,34,EDUCATION,C,21614,24.28,0.22,N,22,0.18,0,0.02,20,0,0,0
39,120098.97,RENT,16,MEDICAL,B,3700,17.82,0.03,N,10,0.46,0,0.29,16,0,0,0
36,32099.15,MORTGAGE,12,VENTURE,E,49680,8.7,1.55,N,4,0.53,0,0.04,17,0,0,0
39,75529.71,RENT,27,DEBTCONSOLIDATION,G,29629,14.62,0.39,N,6,0.45,0,0.36,18,0,0,0
52,91561.03,MORTGAGE,27,DEBTCONSOLIDATION,C,11670,5.28,0.13,Y,18,0.55,1,0.07,8,1,0,0
38,43123.17,RENT,9,EDUCATION,F,19160,11.72,0.44,Y,6,0.39,1,0.27,2,0,1,1
25,38993.59,RENT,27,DEBTCONSOLIDATION,B,41618,21.34,1.07,N,2,0.26,0,0.2,12,2,0,0
55,117523.53,MORTGAGE,37,DEBTCONSOLIDATION,E,6177,21.8,0.05,Y,17,0.45,1,0.15,26,1,0,0
44,76416.37,MORTGAGE,13,DEBTCONSOLIDATION,D,26154,12.63,0.34,N,8,0.31,0,0.26,9,1,0,0
31,52269.06,OWN,17,PERSONAL,D,24358,19.34,0.47,N,23,0.49,0,0.56,26,0,0,1
54,26746.03,RENT,26,DEBTCONSOLIDATION,D,35814,7.82,1.34,N,28,0.17,0,0.5,18,2,0,1
37,74170.9,MORTGAGE,22,MEDICAL,G,39159,14.68,0.53,N,16,0.54,0,0.21,15,2,0,1
31,95478.88,RENT,22,DEBTCONSOLIDATION,B,16287,8.94,0.17,N,7,0.31,0,0.15,17,0,0,0
55,67572.58,MORTGAGE,15,MEDICAL,E,33826,11.02,0.5,N,20,0.39,0,0.21,8,1,0,0
45,43724.59,RENT,3,MEDICAL,C,19079,23.79,0.44,N,9,0.28,0,0.34,4,0,0,0
44,33334.88,MORTGAGE,7,VENTURE,F,28472,17.06,0.85,N,29,0.21,0,0.48,8,0,0,0
62,85912.29,RENT,34,VENTURE,B,8766,10.5,0.1,Y,27,0.56,1,0.24,29,0,0,0
35,101683.93,MORTGAGE,19,PERSONAL,G,45121,21.32,0.44,N,15,0.46,0,0.36,6,0,0,1
27,77447.81,MORTGAGE,2,DEBTCONSOLIDATION,E,19358,22.4,0.25,Y,26,0.49,1,0.33,27,1,0,0
29,91802.88,MORTGAGE,27,MEDICAL,B,1401,13.97,0.02,N,2,0.46,0,0.43,16,0,0,0
39,77302.43,RENT,12,DEBTCONSOLIDATION,D,5720,7.06,0.07,N,8,0.45,0,0.4,19,1,0,0
42,74211.57,MORTGAGE,30,HOMEIMPROVEMENT,A,24528,10.6,0.33,Y,15,0.37,1,0.45,13,0,0,0
56,197607.73,RENT,12,VENTURE,C,36927,12.5,0.19,N,12,0.26,0,0.34,13,1,0,0
33,65424.27,MORTGAGE,34,EDUCATION,C,14376,24.38,0.22,N,6,0.35,0,0.31,16,3,0,0
63,86661.22,RENT,0,DEBTCONSOLIDATION,G,15553,17.59,0.18,N,9,0.21,0,0.22,4,0,0,0
43,35314.97,RENT,19,MEDICAL,G,37189,11.28,1.05,N,24,0.4,0,0.78,20,0,0,1
21,60065.83,MORTGAGE,9,VENTURE,C,34991,9.62,0.58,Y,4,0.21,1,0.13,4,1,0,0
23,70538.18,MORTGAGE,26,PERSONAL,F,47658,14.94,0.68,N,25,0.23,0,0.43,18,2,0,0
60,55252.43,MORTGAGE,12,PERSONAL,C,42273,20.75,0.77,Y,26,0.38,1,0.19,10,2,0,0
36,46293.69,MORTGAGE,22,DEBTCONSOLIDATION,G,37794,20.92,0.82,N,14,0.51,0,0.16,13,0,0,1
43,52994.97,MORTGAGE,31,MEDICAL,C,2214,20.79,0.04,N,6,0.43,0,0.43,24,1,0,0
25,194843.14,RENT,24,DEBTCONSOLIDATION,E,43459,24.37,0.22,Y,16,0.54,1,0.57,10,1,0,1
22,60352.27,MORTGAGE,20,DEBTCONSOLIDATION,E,46783,5.46,0.78,N,9,0.23,0,0.11,28,1,0,0
36,41801.31,OWN,7,PERSONAL,E,23053,23.53,0.55,Y,29,0.15,1,0.08,18,1,0,1
29,126339.02,MORTGAGE,38,HOMEIMPROVEMENT,C,22415,11.1,0.18,Y,26,0.25,1,0.04,29,0,0,0
29,101098.52,RENT,26,HOMEIMPROVEMENT,F,21845,6.87,0.22,N,20,0.15,0,0.27,20,0,0,0
60,51033.82,RENT,36,EDUCATION,E,19581,8.48,0.38,N,27,0.25,0,0.44,3,0,0,0
55,29672.75,MORTGAGE,26,HOMEIMPROVEMENT,D,9381,17.68,0.32,N,23,0.6,0,0.48,19,1,0,0
22,41852.33,MORTGAGE,7,EDUCATION,G,11188,17.76,0.27,Y,21,0.28,2,0.24,19,2,0,0
41,143883.28,RENT,1,VENTURE,B,5379,13.21,0.04,N,16,0.37,0,0.13,24,1,0,0
30,88377.83,MORTGAGE,11,HOMEIMPROVEMENT,E,36815,23.78,0.42,N,17,0.26,0,0.17,21,0,1,1
61,30282.59,MORTGAGE,39,HOMEIMPROVEMENT,C,29573,21.95,0.98,N,12,0.22,0,0.64,28,0,0,0
38,35006.52,RENT,28,DEBTCONSOLIDATION,E,47689,17.47,1.36,N,24,0.45,0,0.07,29,2,0,1
26,89007.94,MORTGAGE,14,DEBTCONSOLIDATION,C,1607,6.17,0.02,N,27,0.56,0,0.31,11,1,0,0
52,40055.88,MORTGAGE,11,VENTURE,E,37133,18.21,0.93,N,26,0.49,0,0.59,21,1,0,1
34,79726.93,RENT,26,MEDICAL,D,12684,12.6,0.16,Y,5,0.27,1,0.15,23,0,0,0
43,39365.88,MORTGAGE,39,PERSONAL,C,7462,17.47,0.19,N,16,0.44,0,0.3,27,2,0,0
63,122447.69,MORTGAGE,30,VENTURE,F,2103,15.36,0.02,N,20,0.11,0,0.31,14,0,1,0
44,36294.85,MORTGAGE,8,DEBTCONSOLIDATION,A,32749,15.1,0.9,N,7,0.42,0,0.34,6,0,0,0
32,34383.99,MORTGAGE,39,VENTURE,F,32100,20.8,0.93,N,16,0.54,0,0.05,3,0,0,1
44,50847.45,RENT,18,VENTURE,A,26391,7.45,0.52,N,19,0.24,0,0.11,14,0,0,0
35,46585.89,RENT,7,VENTURE,D,36287,23.48,0.78,N,21,0.52,0,0.18,13,1,0,1
40,49725.99,MORTGAGE,19,PERSONAL,A,48564,13.07,0.98,Y,18,0.27,1,0.18,11,1,0,0
58,55834.57,MORTGAGE,1,MEDICAL,G,3387,7.77,0.06,Y,19,0.25,1,0.39,28,1,0,0
56,192976.1,RENT,28,HOMEIMPROVEMENT,B,23469,14.92,0.12,Y,11,0.3,1,0.35,12,0,0,0
61,115358.62,RENT,35,PERSONAL,C,20657,5.95,0.18,N,26,0.39,0,0.09,24,0,0,0
43,50244.79,RENT,35,MEDICAL,A,42860,11.83,0.85,N,28,0.4,0,0.24,29,0,0,0
33,108188.53,MORTGAGE,33,PERSONAL,D,7878,18.23,0.07,N,10,0.52,0,0.19,15,0,1,1
49,56309.26,MORTGAGE,9,HOMEIMPROVEMENT,F,11058,10.83,0.2,N,16,0.2,0,0.54,20,1,0,0
52,60843.13,RENT,15,PERSONAL,A,33379,6.45,0.55,N,15,0.38,0,0.32,18,2,0,0
46,110283.9,RENT,11,MEDICAL,B,16588,20.39,0.15,N,7,0.18,0,0.29,20,2,1,0
55,31679.8,MORTGAGE,35,PERSONAL,E,33758,23.58,1.07,N,21,0.37,0,0.66,8,0,0,0
48,76749.04,MORTGAGE,6,PERSONAL,A,23123,21.18,0.3,N,20,0.13,0,0.16,25,1,0,0
31,136852.06,RENT,26,VENTURE,D,23479,6.42,0.17,N,5,0.11,0,0.46,4,0,0,0
32,48125.93,RENT,12,HOMEIMPROVEMENT,D,25411,16.56,0.53,N,10,0.18,0,0.29,20,1,0,0
40,58191.55,MORTGAGE,23,DEBTCONSOLIDATION,B,32035,17.94,0.55,N,20,0.3,0,0.18,24,2,0,0
54,74719.09,RENT,1,EDUCATION,E,49936,21.4,0.67,N,28,0.18,0,0.22,28,2,0,1
33,88613.97,MORTGAGE,2,EDUCATION,G,38946,6.44,0.44,N,19,0.47,0,0.32,4,0,0,1
30,134862.35,RENT,22,HOMEIMPROVEMENT,A,10533,14.51,0.08,N,17,0.51,0,0.45,14,0,0,0
39,51769.08,OWN,34,PERSONAL,B,24161,18.05,0.47,Y,25,0.13,1,0.06,25,0,0,0
28,49038.88,OWN,13,MEDICAL,F,43347,23.89,0.88,N,14,0.56,0,0.11,11,0,0,1
25,68357.3,RENT,35,VENTURE,G,21816,20.18,0.32,Y,29,0.37,2,0.28,11,1,0,0
58,79857.71,MORTGAGE,10,PERSONAL,G,49664,9.23,0.62,N,10,0.39,0,0.71,18,0,0,1
62,78944.9,OWN,15,EDUCATION,A,19205,23.56,0.24,Y,17,0.53,1,0.28,8,0,0,0
40,121552.51,MORTGAGE,34,MEDICAL,D,41130,24.35,0.34,Y,5,0.2,1,0.15,20,1,0,0
51,50730.79,MORTGAGE,21,DEBTCONSOLIDATION,G,5085,24.33,0.1,N,18,0.52,0,0.07,22,0,0,0
60,37020.6,MORTGAGE,0,EDUCATION,E,49373,20.05,1.33,N,21,0.31,0,0.14,2,0,0,1
34,39961.27,MORTGAGE,27,HOMEIMPROVEMENT,F,23672,9.38,0.59,N,17,0.11,0,0.29,6,1,0,0
43,122590.82,MORTGAGE,39,MEDICAL,E,29800,9.61,0.24,Y,8,0.33,1,0.17,2,1,1,1
53,177661.16,MORTGAGE,34,DEBTCONSOLIDATION,G,22407,7.12,0.13,Y,19,0.44,1,0.22,2,0,1,1
43,70280.75,RENT,28,DEBTCONSOLIDATION,C,48375,14.17,0.69,N,14,0.32,0,0.45,18,1,0,0
63,75414.14,RENT,28,EDUCATION,C,32322,24.1,0.43,N,14,0.54,0,0.55,13,0,0,0
61,42527.05,MORTGAGE,10,HOMEIMPROVEMENT,B,2823,19.37,0.07,N,19,0.38,0,0.46,20,1,0,0
57,57178.85,RENT,2,HOMEIMPROVEMENT,G,4830,17.35,0.08,Y,29,0.54,1,0.12,21,1,0,1
61,23645.72,RENT,3,MEDICAL,G,11366,22.31,0.48,N,7,0.35,0,0.79,10,1,0,1
52,34895.11,MORTGAGE,34,HOMEIMPROVEMENT,F,33747,23.62,0.97,N,16,0.34,0,0.18,9,1,0,1
62,43370.72,MORTGAGE,25,DEBTCONSOLIDATION,G,22181,23.97,0.51,N,28,0.38,0,0.26,14,0,0,1
39,24271.58,MORTGAGE,15,EDUCATION,B,11352,19.44,0.47,N,6,0.28,0,0.11,28,0,0,1
23,59469.47,MORTGAGE,9,PERSONAL,D,13199,13.52,0.22,N,10,0.36,0,0.32,15,0,0,0
39,61194.96,RENT,11,PERSONAL,B,8116,5.75,0.13,Y,27,0.59,1,0.25,7,1,0,0
63,56551.94,RENT,12,VENTURE,C,24350,18.71,0.43,Y,16,0.4,1,0.28,4,0,0,0
52,54623.86,MORTGAGE,17,EDUCATION,G,24452,8.59,0.45,N,13,0.29,0,0.1,2,0,0,0
55,48655.07,OWN,20,MEDICAL,G,49171,19.52,1.01,N,4,0.27,0,0.34,17,0,0,0
30,36813.7,OWN,22,EDUCATION,C,42432,9.19,1.15,N,18,0.2,0,0.39,24,1,0,0
60,48169.11,MORTGAGE,13,MEDICAL,G,37810,24.31,0.78,N,28,0.23,0,0.83,9,1,0,1
51,53044.17,RENT,25,PERSONAL,G,3580,6.56,0.07,N,24,0.12,0,0.13,13,2,0,0
29,130912.91,MORTGAGE,4,MEDICAL,B,25944,24.21,0.2,N,23,0.22,0,0.35,14,1,0,0
45,51057.96,OWN,20,VENTURE,E,34299,24.79,0.67,N,17,0.21,0,0.57,7,0,0,0
34,56808.91,RENT,32,VENTURE,A,2787,17.17,0.05,Y,11,0.22,1,0.45,6,1,0,0
64,100763.34,MORTGAGE,1,MEDICAL,G,11169,14.01,0.11,N,7,0.5,0,0.33,24,1,0,0
50,54006.76,MORTGAGE,7,DEBTCONSOLIDATION,C,21404,15.69,0.4,Y,26,0.53,1,0.34,27,2,0,0
35,53266.48,MORTGAGE,10,HOMEIMPROVEMENT,D,33193,18.53,0.62,Y,12,0.47,1,0.19,20,1,0,1
30,91041.75,RENT,7,PERSONAL,C,18171,15.06,0.2,Y,20,0.41,1,0.16,8,0,0,0
43,45166.78,MORTGAGE,16,VENTURE,E,43944,14.09,0.97,N,25,0.23,0,0.27,28,1,0,0
23,30036.05,RENT,38,EDUCATION,F,26765,10.58,0.89,N,15,0.28,0,0.09,21,0,0,0
38,87235.93,RENT,28,EDUCATION,C,3884,16.94,0.04,N,12,0.13,0,0.06,19,1,0,0
62,54059.75,MORTGAGE,28,EDUCATION,C,6805,5.25,0.13,N,19,0.48,0,0.17,4,0,0,0
22,24260.11,RENT,35,DEBTCONSOLIDATION,E,35936,9.78,1.48,Y,5,0.42,2,0.14,26,0,0,1
59,83975.89,MORTGAGE,10,PERSONAL,G,23594,20.97,0.28,N,25,0.42,0,0.29,16,1,0,0
41,155106.17,MORTGAGE,30,VENTURE,C,36931,17.23,0.24,N,11,0.15,0,0.15,26,0,0,0
55,54485.53,MORTGAGE,37,VENTURE,E,48829,8.93,0.9,Y,17,0.13,1,0.43,23,0,0,0
25,45959.19,RENT,5,VENTURE,G,10522,17.91,0.23,N,17,0.27,0,0.03,25,0,0,0
62,43581.84,MORTGAGE,4,PERSONAL,B,49474,5.67,1.14,Y,12,0.18,2,0.19,3,0,0,0
37,83060.15,RENT,31,HOMEIMPROVEMENT,A,5895,5.09,0.07,Y,16,0.5,1,0.35,14,0,0,0
34,34735.11,RENT,23,HOMEIMPROVEMENT,D,45597,16.67,1.31,N,29,0.15,0,0.19,17,0,0,1
64,66655.26,OWN,26,VENTURE,E,17985,12.0,0.27,N,21,0.12,0,0.19,11,0,0,0
25,54000.15,MORTGAGE,28,DEBTCONSOLIDATION,A,5450,18.36,0.1,N,15,0.54,0,0.66,22,0,0,0
24,125159.66,MORTGAGE,10,MEDICAL,B,48890,24.57,0.39,N,7,0.12,0,0.54,13,1,0,0
41,100209.03,MORTGAGE,18,PERSONAL,A,44441,21.56,0.44,N,10,0.33,0,0.27,19,0,0,0
47,66043.0,MORTGAGE,35,DEBTCONSOLIDATION,G,6556,19.44,0.1,Y,15,0.51,1,0.73,16,1,0,1
44,45727.02,MORTGAGE,10,MEDICAL,B,17837,15.16,0.39,N,18,0.15,0,0.32,8,0,0,0
27,56305.37,MORTGAGE,2,EDUCATION,F,12954,14.34,0.23,N,29,0.5,0,0.3,21,2,0,0
29,54398.35,RENT,32,MEDICAL,D,9707,5.19,0.18,N,26,0.21,0,0.26,26,1,0,0
56,25979.93,MORTGAGE,9,HOMEIMPROVEMENT,E,47742,13.82,1.84,N,13,0.57,0,0.17,28,0,1,1
42,164252.06,RENT,22,EDUCATION,A,49343,6.52,0.3,N,13,0.58,0,0.12,10,1,0,0
32,69079.14,RENT,21,VENTURE,E,23695,9.32,0.34,N,8,0.45,0,0.49,3,0,0,0
43,32328.68,MORTGAGE,25,VENTURE,G,6915,17.61,0.21,N,9,0.59,0,0.11,25,1,0,0
56,74564.1,MORTGAGE,34,MEDICAL,C,1983,8.54,0.03,Y,23,0.53,1,0.23,16,0,0,0
49,33520.18,RENT,9,MEDICAL,C,39948,7.72,1.19,N,27,0.35,0,0.25,14,0,0,0
61,44165.77,OWN,18,EDUCATION,B,3948,5.9,0.09,N,6,0.35,0,0.14,8,0,0,0
55,138955.48,OWN,24,PERSONAL,E,35010,22.9,0.25,N,14,0.37,0,0.58,10,0,0,0
23,57716.18,RENT,28,PERSONAL,A,46839,23.37,0.81,N,27,0.56,0,0.13,12,0,0,1
55,43999.48,MORTGAGE,12,EDUCATION,A,8420,5.99,0.19,N,4,0.5,0,0.42,7,1,1,0
49,48609.29,RENT,25,PERSONAL,E,19936,21.11,0.41,N,7,0.35,0,0.15,23,0,0,0
28,121015.34,MORTGAGE,23,PERSONAL,E,40334,17.14,0.33,N,16,0.32,0,0.11,27,0,0,0
35,40307.57,OWN,24,EDUCATION,E,4911,22.02,0.12,N,3,0.51,0,0.22,3,0,0,0
23,71813.04,MORTGAGE,37,VENTURE,G,44808,19.61,0.62,N,7,0.11,0,0.21,18,0,0,1
41,58737.48,OWN,36,EDUCATION,F,13468,18.67,0.23,Y,5,0.32,2,0.2,26,1,0,0
32,35506.19,MORTGAGE,4,EDUCATION,F,36627,12.73,1.03,N,27,0.46,0,0.32,11,0,0,1
52,39738.62,MORTGAGE,22,PERSONAL,D,31435,17.42,0.79,Y,4,0.44,1,0.13,9,0,0,1
44,102135.6,RENT,17,HOMEIMPROVEMENT,F,46806,16.93,0.46,N,12,0.52,0,0.45,2,0,0,1
50,84950.0,MORTGAGE,4,HOMEIMPROVEMENT,C,25428,6.78,0.3,N,10,0.28,0,0.1,14,1,0,0
35,26725.61,RENT,15,PERSONAL,A,17951,9.54,0.67,N,26,0.43,0,0.2,8,0,0,1
25,58096.95,MORTGAGE,4,HOMEIMPROVEMENT,C,7746,15.82,0.13,Y,10,0.2,1,0.16,16,0,0,0
29,70259.02,RENT,13,DEBTCONSOLIDATION,E,30476,20.65,0.43,N,16,0.51,0,0.3,15,0,0,1
22,36250.68,MORTGAGE,35,MEDICAL,F,29536,9.7,0.81,N,26,0.2,0,0.54,4,1,0,0
63,50890.68,RENT,27,VENTURE,B,14008,17.65,0.28,N,11,0.38,0,0.27,17,0,0,0
52,91029.29,RENT,16,VENTURE,D,39977,22.85,0.44,Y,29,0.17,2,0.43,2,0,0,1
59,94685.28,RENT,3,VENTURE,B,49431,24.85,0.52,N,24,0.52,0,0.3,17,1,0,0
60,88633.36,MORTGAGE,29,EDUCATION,A,26557,17.97,0.3,Y,23,0.35,1,0.27,29,0,0,0
46,39383.68,OWN,30,VENTURE,A,43584,23.57,1.11,N,12,0.12,0,0.59,29,0,0,0
43,21423.33,RENT,21,VENTURE,E,13467,16.27,0.63,N,14,0.56,0,0.22,17,0,0,1
50,52285.49,RENT,31,VENTURE,E,49503,6.72,0.95,N,17,0.21,0,0.67,20,1,0,0
52,37704.35,RENT,24,HOMEIMPROVEMENT,D,8872,6.08,0.24,N,11,0.57,0,0.3,11,1,0,0
33,29351.62,RENT,27,EDUCATION,D,29477,11.69,1.0,Y,21,0.37,1,0.07,7,1,0,1
41,47153.47,MORTGAGE,18,DEBTCONSOLIDATION,G,20431,13.61,0.43,N,9,0.55,0,0.17,22,0,0,1
34,107124.55,MORTGAGE,37,HOMEIMPROVEMENT,C,16421,12.38,0.15,Y,4,0.1,1,0.64,8,0,0,0
47,67204.86,RENT,2,HOMEIMPROVEMENT,B,43673,9.16,0.65,N,25,0.5,0,0.43,26,0,0,0
49,70829.33,MORTGAGE,14,HOMEIMPROVEMENT,C,45294,5.19,0.64,N,6,0.19,0,0.04,8,0,0,0
45,50725.7,MORTGAGE,28,MEDICAL,D,4820,20.47,0.1,N,19,0.16,0,0.16,15,0,0,0
25,33706.6,RENT,14,VENTURE,D,8631,17.01,0.26,Y,26,0.11,1,0.23,14,1,0,0
35,42198.97,OWN,2,PERSONAL,B,49110,6.48,1.16,Y,19,0.5,4,0.27,8,1,1,1
43,52913.16,MORTGAGE,31,HOMEIMPROVEMENT,D,8123,24.38,0.15,N,13,0.44,0,0.38,2,0,0,0
61,57961.51,MORTGAGE,2,PERSONAL,E,17858,14.45,0.31,N,7,0.39,0,0.47,10,1,0,0
43,46770.18,MORTGAGE,17,EDUCATION,B,23664,11.33,0.51,Y,14,0.5,1,0.1,19,1,0,0
55,50062.05,MORTGAGE,0,DEBTCONSOLIDATION,G,36537,17.48,0.73,N,29,0.3,0,0.59,7,2,0,1
25,42223.82,RENT,17,PERSONAL,C,17036,12.08,0.4,Y,2,0.12,1,0.06,8,0,0,0
49,67925.38,MORTGAGE,14,VENTURE,A,1956,17.97,0.03,N,25,0.58,0,0.22,23,0,0,0
61,92544.83,MORTGAGE,29,VENTURE,B,14163,13.16,0.15,N,28,0.48,0,0.46,8,1,0,0
33,32146.94,RENT,34,HOMEIMPROVEMENT,C,49028,14.16,1.53,N,10,0.57,0,0.21,20,1,0,0
55,72231.95,RENT,8,HOMEIMPROVEMENT,D,44766,5.94,0.62,N,8,0.57,0,0.31,25,2,0,1
55,41302.7,MORTGAGE,10,MEDICAL,E,19286,10.79,0.47,N,7,0.14,0,0.22,15,0,0,0
29,48464.84,RENT,7,PERSONAL,C,43694,20.14,0.9,Y,24,0.59,1,0.13,21,0,0,1
35,68986.2,MORTGAGE,12,HOMEIMPROVEMENT,E,16501,12.93,0.24,N,8,0.48,0,0.02,4,1,0,0
42,65564.46,MORTGAGE,28,DEBTCONSOLIDATION,A,6971,8.41,0.11,Y,21,0.51,1,0.62,8,0,0,0
53,26830.19,RENT,16,HOMEIMPROVEMENT,D,39481,23.04,1.47,Y,11,0.53,2,0.64,29,0,0,1
52,53943.96,RENT,17,DEBTCONSOLIDATION,D,15538,9.66,0.29,Y,17,0.38,1,0.28,7,0,0,0
33,72044.96,OWN,17,PERSONAL,D,2176,17.15,0.03,N,21,0.5,0,0.23,12,1,0,0
54,55224.14,RENT,27,MEDICAL,F,28224,15.33,0.51,N,28,0.11,0,0.6,13,0,0,0
31,36125.6,MORTGAGE,9,HOMEIMPROVEMENT,G,13085,10.48,0.36,N,20,0.48,0,0.53,17,0,0,0
