transaction_id,amount,hour,day_of_week,is_weekend,card_age_days,credit_limit,available_credit,transactions_last_24h,transactions_last_week,avg_transaction_amount,distance_from_home,distance_from_last_transaction,is_online,is_international,pin_entered,chip_used,is_fraud,merchant_gas,merchant_online,merchant_other,merchant_restaurant,merchant_retail,merchant_travel
CC001875,704.01,21,3,0,2883,50000,37833.01,3,14,62.08,34.21,0.03,1,0,0,1,0,True,False,False,False,False,False
CC001876,13.21,21,6,1,3284,500000,461023.87,1,12,15.12,2.94,6.82,0,0,0,1,0,False,False,False,True,False,False
CC001877,0.4,7,1,0,3492,200000,77820.15,2,10,88.03,28.89,12.24,0,0,1,1,0,False,False,True,False,False,False
CC001878,1140.38,0,2,0,385,500000,286800.69,3,12,23.07,28.93,3.27,1,0,1,1,0,False,False,True,False,False,False
CC001879,306.47,5,2,0,2808,100000,53172.71,2,8,95.18,0.93,4.86,1,0,1,1,0,False,False,False,False,False,True
CC001880,495.42,13,4,0,57,50000,10408.1,1,7,23.12,2.11,0.32,0,0,0,1,0,True,False,False,False,False,False
CC001881,1701.94,17,0,0,3196,500000,302472.08,1,7,58.0,3.16,2.6,1,0,1,1,0,False,False,True,False,False,False
CC001882,106.78,9,2,0,1606,100000,24431.34,2,8,117.82,0.87,17.89,0,0,0,1,0,True,False,False,False,False,False
CC001883,6.82,6,0,0,2427,50000,45114.6,0,14,21.15,5.9,7.8,0,0,1,1,0,False,False,False,False,True,False
CC001884,51.02,10,1,0,1327,500000,334010.81,0,8,30.87,20.36,17.25,0,1,0,1,0,False,False,False,False,True,False
CC001885,543.62,16,0,0,3313,50000,26210.76,1,6,64.4,8.88,7.94,0,1,1,1,0,True,False,False,False,False,False
CC001886,523.59,22,5,1,1175,50000,18296.25,1,12,8.26,21.76,0.23,0,0,1,0,0,False,True,False,False,False,False
CC001887,297.27,22,0,0,143,100000,43789.23,3,6,6.33,0.8,1.08,0,0,1,1,0,True,False,False,False,False,False
CC001888,288.39,1,2,0,299,50000,12342.69,0,8,18.66,11.73,0.2,0,0,1,0,0,False,False,False,False,False,True
CC001889,204.84,11,2,0,1351,200000,168044.88,3,9,131.07,0.76,5.39,0,0,1,1,0,False,False,False,True,False,False
CC001890,1.34,21,2,0,846,50000,19296.66,5,13,5.3,0.28,3.64,1,0,1,0,0,False,False,False,False,False,True
CC001891,174.21,1,5,1,807,50000,12367.48,2,13,18.23,8.62,1.57,0,0,1,1,0,False,True,False,False,False,False
CC001892,35.5,23,5,1,1159,100000,89451.86,1,9,56.08,24.76,11.12,0,0,0,1,0,False,False,True,False,False,False
CC001893,38.88,8,3,0,2702,50000,15004.07,1,9,105.51,1.49,2.93,1,0,0,1,0,True,False,False,False,False,False
CC001894,721.82,21,6,1,2297,500000,252836.58,2,8,5.85,0.12,17.39,0,0,1,1,0,False,False,False,True,False,False
CC001895,5.58,1,5,1,3007,100000,90773.25,0,13,84.81,0.53,11.49,0,0,1,0,0,False,False,False,True,False,False
CC001896,8.58,14,3,0,2738,500000,306346.8,1,11,2.85,6.03,0.95,0,0,1,1,0,True,False,False,False,False,False
CC001897,4.65,4,0,0,1510,500000,293873.37,2,12,13.8,20.92,2.41,0,0,1,1,0,False,False,False,False,False,True
CC001898,188.92,7,4,0,2769,100000,50466.3,1,12,2007.54,21.17,0.91,0,0,0,1,0,False,False,False,True,False,False
CC001899,3.26,19,5,1,3239,50000,26511.36,5,10,39.65,15.81,4.06,1,0,1,1,0,False,False,False,False,False,True
CC001900,200.15,18,4,0,1534,100000,59287.83,4,2,106.28,9.18,4.06,1,0,1,0,0,False,False,False,False,False,True
CC001901,101.21,15,2,0,798,500000,456333.3,1,13,32.69,44.5,0.55,1,0,0,1,0,False,False,False,True,False,False
CC001902,528.98,6,2,0,3395,200000,96113.1,1,11,17.76,16.72,12.0,1,0,0,0,0,False,True,False,False,False,False
CC001903,10.99,4,6,1,3099,50000,15894.2,3,9,37.3,15.24,0.69,1,1,1,0,0,False,False,False,True,False,False
CC001904,17.32,22,3,0,448,100000,31107.63,0,7,130.61,19.45,0.63,1,0,1,1,0,True,False,False,False,False,False
CC001905,12.55,2,4,0,71,500000,367847.91,0,11,12.09,4.64,5.84,0,0,1,1,0,False,False,False,False,False,True
CC001906,106.16,3,2,0,3321,500000,292151.62,5,9,7.03,8.69,2.57,1,0,1,1,0,False,True,False,False,False,False
CC001907,7.12,11,1,0,1695,100000,37549.35,0,12,36.37,2.81,8.09,0,0,1,1,0,False,False,True,False,False,False
CC001908,357.3,21,0,0,2616,500000,479251.83,2,7,362.84,14.52,1.95,1,0,1,1,0,False,False,False,False,True,False
CC001909,48.86,12,2,0,435,100000,53106.31,1,14,118.01,12.3,7.06,0,0,1,1,0,False,False,True,False,False,False
CC001910,307.78,19,2,0,1759,200000,191248.32,2,10,214.43,28.01,2.02,1,0,1,1,0,False,False,True,False,False,False
CC001911,24.78,5,2,0,3417,500000,313227.76,2,9,24.97,24.93,1.44,0,1,1,1,0,True,False,False,False,False,False
CC001912,71.6,11,4,0,1954,200000,149050.74,1,7,11.6,1.24,1.04,0,0,1,1,0,False,False,False,False,True,False
CC001913,4.06,21,5,1,1211,200000,146416.11,1,14,215.55,8.09,1.88,0,0,0,1,0,False,True,False,False,False,False
CC001914,98.31,3,5,1,3474,200000,93622.32,2,11,119.19,8.18,0.8,0,0,1,0,0,False,False,False,True,False,False
CC001915,1393.77,9,4,0,622,50000,28542.51,0,9,91.09,3.66,13.75,0,0,1,1,0,True,False,False,False,False,False
CC001916,506.92,8,6,1,2925,50000,18448.47,3,14,8.77,14.16,1.18,0,0,1,1,0,False,False,False,True,False,False
CC001917,306.52,3,4,0,2965,200000,63463.26,3,8,29.71,1.08,5.61,0,0,1,1,0,False,False,False,False,False,True
CC001918,17.69,0,0,0,542,50000,28554.58,3,14,124.28,5.1,7.62,0,0,1,0,0,False,False,False,False,True,False
CC001919,18.1,19,3,0,187,100000,25527.9,0,11,21.4,8.97,15.72,0,0,0,1,0,True,False,False,False,False,False
CC001920,21.85,16,4,0,1318,200000,54302.47,3,15,52.84,16.44,0.09,0,0,0,1,0,False,False,True,False,False,False
CC001921,3.86,6,4,0,2569,100000,77576.04,0,16,5.25,20.61,5.9,1,1,0,0,0,False,False,False,True,False,False
CC001922,62.8,13,4,0,1285,500000,313634.46,4,12,18.06,4.34,13.84,1,0,0,1,0,False,False,False,False,False,True
CC001923,21.98,1,0,0,2563,200000,50989.52,6,9,207.95,11.03,6.85,0,0,1,1,0,False,False,False,False,True,False
CC001924,14.49,10,2,0,2730,50000,25501.19,0,11,212.45,4.61,3.08,0,0,1,1,0,True,False,False,False,False,False
CC001925,9.46,21,5,1,3458,200000,191776.05,4,9,53.67,7.13,5.66,0,1,0,1,0,False,False,False,True,False,False
CC001926,18.86,18,5,1,2745,100000,85929.87,0,8,50.93,17.51,1.28,1,0,0,1,0,False,False,False,True,False,False
CC001927,588.3,18,2,0,542,500000,490541.28,2,11,144.71,0.7,2.66,1,0,1,1,0,False,False,False,False,True,False
CC001928,62.69,4,6,1,2408,500000,183507.61,6,8,11.69,14.99,9.1,0,0,1,1,0,True,False,False,False,False,False
CC001929,93.54,15,3,0,2077,100000,98946.14,2,11,9.73,17.68,3.14,0,0,0,1,0,False,False,False,True,False,False
CC001930,12.88,0,1,0,2567,500000,116350.46,3,5,173.6,7.69,9.45,0,0,1,1,0,True,False,False,False,False,False
CC001931,157.39,11,3,0,2719,100000,79513.7,3,9,3.15,13.37,10.68,1,0,1,1,0,False,False,False,True,False,False
CC001932,78.58,21,2,0,2209,200000,120179.77,2,10,8.05,3.19,0.43,0,0,1,0,0,False,False,False,False,False,True
CC001933,424.48,15,0,0,3268,100000,49630.05,2,6,849.64,0.27,3.46,1,0,1,1,0,False,False,True,False,False,False
CC001934,202.64,1,0,0,904,500000,332123.81,5,10,38.11,3.67,8.14,1,0,1,1,0,False,True,False,False,False,False
CC001935,22.31,17,1,0,1769,500000,206130.97,3,11,47.69,0.09,5.81,0,0,1,1,0,False,False,False,False,False,True
CC001936,3.55,2,1,0,2543,50000,12088.7,4,14,1043.24,7.68,10.0,1,0,1,1,0,False,False,False,False,False,True
CC001937,61.33,1,3,0,3392,500000,210910.74,2,13,9.87,0.32,2.66,0,0,0,1,0,False,False,False,True,False,False
CC001938,508.9,23,3,0,1204,200000,64293.54,1,10,4.39,3.06,2.62,0,1,1,1,0,False,False,True,False,False,False
CC001939,200.98,15,3,0,639,100000,82478.55,2,13,1.02,18.07,5.73,1,0,1,1,0,True,False,False,False,False,False
CC001940,48.56,7,1,0,801,50000,11257.73,5,12,129.83,1.35,2.77,0,0,1,1,0,False,False,True,False,False,False
CC001941,379.2,18,3,0,1497,50000,28385.31,1,9,89.49,4.01,3.79,1,0,1,1,0,False,True,False,False,False,False
CC001942,16.8,15,1,0,288,100000,52144.6,3,10,54.36,1.41,6.62,0,0,0,1,0,False,True,False,False,False,False
CC001943,61.95,10,4,0,2090,50000,38318.74,1,8,39.15,0.86,0.16,0,0,0,0,0,False,False,True,False,False,False
CC001944,27.88,6,5,1,3641,100000,36998.15,1,17,11.26,0.62,0.32,1,0,1,0,0,False,True,False,False,False,False
CC001945,0.54,5,5,1,3029,100000,31028.05,3,9,13.66,5.86,1.64,1,0,1,0,0,False,False,True,False,False,False
CC001946,906.65,23,3,0,1135,500000,144598.12,1,15,20.84,16.0,2.94,0,0,0,0,1,False,False,False,True,False,False
CC001947,20.6,10,4,0,1568,200000,106002.26,2,11,31.07,8.83,0.23,0,1,1,0,0,False,False,False,False,True,False
CC001948,54.19,11,3,0,1958,500000,303069.14,3,8,212.28,15.31,6.59,1,0,1,1,0,False,False,True,False,False,False
CC001949,165.69,14,0,0,1536,50000,20815.14,0,7,15.05,12.63,5.15,1,0,1,1,0,True,False,False,False,False,False
CC001950,35.27,19,4,0,539,500000,474471.95,3,6,511.49,12.94,3.82,0,0,1,1,0,False,False,False,True,False,False
CC001951,273.16,3,3,0,554,500000,430046.08,3,7,148.54,1.32,1.27,0,0,1,0,0,False,False,False,True,False,False
CC001952,15.13,22,3,0,1426,500000,190977.33,1,10,58.92,2.78,4.45,0,0,1,1,0,False,False,False,False,False,True
CC001953,69.68,5,2,0,2717,100000,62598.64,0,10,147.73,7.11,1.26,1,0,1,1,0,True,False,False,False,False,False
CC001954,8.67,21,2,0,2524,200000,120400.24,1,8,13.02,5.44,1.45,0,0,1,0,0,True,False,False,False,False,False
CC001955,59.68,7,1,0,391,200000,55236.63,1,13,26.36,8.95,15.63,0,0,0,1,0,False,False,False,False,True,False
CC001956,31.87,3,1,0,833,200000,145993.93,2,9,89.68,1.58,0.86,0,0,1,0,0,False,False,True,False,False,False
CC001957,2936.44,23,6,1,852,500000,218656.92,2,13,94.23,2.8,4.63,1,0,0,0,0,False,False,False,True,False,False
CC001958,52.18,6,1,0,2981,200000,51649.14,0,13,126.96,8.81,7.56,0,0,0,0,0,True,False,False,False,False,False
CC001959,7.49,0,0,0,877,50000,26468.12,3,12,11.1,9.45,1.85,1,0,0,1,0,False,False,True,False,False,False
CC001960,1.8,2,4,0,3376,50000,34460.89,3,10,19.34,25.12,0.05,1,0,0,0,0,False,False,False,False,True,False
CC001961,135.52,18,0,0,2111,500000,177751.39,2,13,67.55,5.19,0.32,0,0,0,1,0,False,False,False,False,False,True
CC001962,190.6,1,1,0,1622,200000,192431.54,0,7,52.52,7.04,2.15,0,0,1,1,0,False,False,False,False,False,True
CC001963,10.46,2,0,0,489,50000,33402.56,3,8,32.99,5.35,12.73,0,0,0,1,0,False,False,False,True,False,False
CC001964,16.55,8,2,0,1353,500000,386406.51,2,10,17.48,5.83,9.59,1,1,0,1,0,False,False,False,False,True,False
CC001965,19.21,1,2,0,1298,50000,28339.06,3,6,0.17,16.52,4.16,1,0,1,1,0,False,False,False,False,True,False
CC001966,42.88,16,0,0,2122,200000,114781.5,0,10,123.77,14.86,8.86,0,1,1,1,0,False,False,False,False,True,False
CC001967,1268.55,4,1,0,1008,50000,33504.19,3,10,347.2,9.6,0.99,1,0,1,1,0,True,False,False,False,False,False
CC001968,106.18,14,5,1,2106,100000,94185.92,2,6,1560.29,1.97,2.7,0,0,1,0,0,False,False,False,True,False,False
CC001969,530.38,3,2,0,1477,500000,429085.87,1,13,34.49,0.93,2.29,0,0,1,1,0,False,False,True,False,False,False
CC001970,4.0,3,0,0,2969,200000,140077.66,0,15,11.61,18.13,0.15,0,0,1,0,0,False,False,False,False,False,True
CC001971,8.56,10,0,0,2451,500000,324183.34,0,10,7.59,5.64,16.67,0,1,0,0,0,False,True,False,False,False,False
CC001972,0.27,5,2,0,983,100000,52357.32,4,10,494.71,0.26,5.7,0,0,0,1,0,True,False,False,False,False,False
CC001973,40.97,1,1,0,2846,100000,72037.4,3,11,145.89,5.06,1.62,1,0,1,1,0,False,False,False,True,False,False
CC001974,543.83,2,5,1,2215,50000,38554.89,2,10,12.55,12.31,4.63,1,0,1,1,0,False,True,False,False,False,False
CC001975,23.31,14,4,0,366,200000,156468.14,4,9,85.23,11.3,0.24,0,1,1,1,0,False,True,False,False,False,False
CC001976,1242.93,9,1,0,662,200000,149562.2,3,8,19.02,8.12,0.95,0,1,1,1,0,True,False,False,False,False,False
CC001977,52.96,17,5,1,1316,200000,146260.34,2,16,6.34,11.23,1.02,0,0,0,1,0,False,False,False,True,False,False
CC001978,4.29,12,6,1,3007,500000,448777.4,0,8,119.23,7.67,0.07,0,0,0,1,0,False,False,False,True,False,False
CC001979,38.98,6,3,0,1765,100000,40198.72,3,12,33.01,6.2,15.59,1,0,1,1,0,True,False,False,False,False,False
CC001980,16.4,9,0,0,358,50000,39206.8,0,6,8.53,0.21,6.99,1,0,1,1,0,False,False,False,True,False,False
CC001981,12.88,7,2,0,1912,50000,37793.23,1,6,706.25,24.78,3.91,0,0,0,1,0,False,False,False,False,False,True
CC001982,12.23,14,0,0,2666,200000,75892.35,3,13,7.98,6.42,0.21,1,0,1,1,0,False,False,False,True,False,False
CC001983,766.41,19,5,1,2279,100000,67433.04,2,12,161.98,14.72,1.22,0,0,0,1,0,True,False,False,False,False,False
CC001984,178.49,23,4,0,110,500000,235840.49,3,7,78.85,1.69,19.49,0,0,0,1,0,False,False,True,False,False,False
CC001985,59.74,3,1,0,1324,50000,10531.0,2,8,619.28,5.22,6.16,0,0,1,1,0,False,False,False,False,False,True
CC001986,554.83,23,6,1,782,500000,434669.08,3,17,28.33,2.03,6.33,0,0,1,0,0,False,True,False,False,False,False
CC001987,8.04,23,0,0,1925,500000,452327.71,3,10,63.34,9.97,2.98,0,0,0,1,0,False,False,False,False,True,False
CC001988,29.56,19,4,0,3454,50000,29376.13,2,8,30.46,7.94,5.62,1,0,1,1,0,False,True,False,False,False,False
CC001989,10.24,1,3,0,1526,200000,158827.21,2,9,66.34,0.8,3.56,1,0,1,1,0,False,False,False,False,True,False
CC001990,12.83,4,0,0,2387,500000,415623.77,1,12,149.45,6.67,3.45,0,0,1,1,0,False,False,False,False,True,False
CC001991,4695.12,8,5,1,1214,500000,186297.72,6,10,1457.2,8.09,5.28,0,0,1,1,0,False,False,False,False,True,False
CC001992,3.78,0,0,0,1857,50000,17510.24,0,11,46.71,7.63,4.97,1,0,1,1,0,False,False,True,False,False,False
CC001993,32.3,21,2,0,3647,50000,47119.22,3,13,65.27,4.6,8.18,0,0,1,1,0,False,True,False,False,False,False
CC001994,412.26,2,0,0,1932,500000,450862.14,0,5,58.22,7.59,0.61,0,0,1,1,0,False,True,False,False,False,False
CC001995,12.85,16,0,0,2751,50000,10178.32,2,14,24.84,4.12,1.99,0,0,1,1,0,False,True,False,False,False,False
CC001996,26.33,22,1,0,2757,200000,101359.78,0,10,98.54,46.53,0.3,0,0,1,1,0,False,True,False,False,False,False
CC001997,4.33,1,5,1,2739,500000,398567.0,2,12,7.46,1.34,0.12,0,0,0,1,0,False,False,False,True,False,False
CC001998,63.55,4,5,1,1766,50000,36084.05,2,13,2.83,4.86,1.41,1,0,0,1,0,False,False,False,False,True,False
CC001999,64.86,8,3,0,562,50000,38670.01,0,12,49.08,18.88,3.17,0,0,1,1,0,True,False,False,False,False,False
CC002000,6.4,7,5,1,2977,100000,35941.51,2,9,52.28,23.74,32.86,1,0,0,1,0,False,False,False,False,False,True
CC002001,998.61,11,2,0,368,200000,47049.51,2,9,34.25,28.15,5.15,0,1,0,0,0,False,False,True,False,False,False
CC002002,9.96,13,0,0,1151,200000,122811.78,2,8,23.16,5.91,4.73,0,0,1,1,0,False,False,False,False,False,True
CC002003,36.01,20,4,0,574,50000,37196.8,1,10,4.66,1.3,6.17,0,0,0,1,0,True,False,False,False,False,False
CC002004,40.34,21,6,1,2612,200000,150153.82,1,9,345.99,23.73,4.7,1,1,1,1,0,False,False,False,False,True,False
CC002005,12.05,11,2,0,3217,500000,372772.27,4,9,57.29,8.97,0.22,0,0,0,1,0,False,True,False,False,False,False
CC002006,0.43,18,4,0,1991,200000,155542.53,5,14,11.16,4.31,5.58,1,0,1,1,0,False,False,False,False,False,True
CC002007,81.85,2,0,0,2040,50000,11123.54,3,5,3.25,13.25,0.81,0,1,1,1,0,False,False,False,False,True,False
CC002008,42.07,3,5,1,1575,500000,385280.87,2,12,96.29,0.13,13.42,1,0,0,1,0,False,False,False,False,True,False
CC002009,7.9,0,2,0,177,200000,190752.81,2,8,17.46,4.48,1.7,0,0,0,1,0,False,False,False,False,False,True
CC002010,11.83,9,3,0,1019,50000,26614.12,2,18,3.08,0.02,9.09,0,0,0,1,0,False,False,True,False,False,False
CC002011,2.6,12,3,0,2028,500000,434827.31,4,9,31.0,12.6,4.35,0,0,1,1,0,False,False,False,False,True,False
CC002012,4.64,19,1,0,1703,200000,178725.61,4,10,91.71,8.48,2.97,1,0,0,1,0,False,False,False,False,True,False
CC002013,843.75,22,4,0,1924,200000,41359.77,2,11,12.28,28.65,2.86,0,0,1,1,0,False,False,True,False,False,False
CC002014,140.92,8,4,0,219,200000,101984.09,1,4,11.28,4.1,15.09,1,0,1,1,0,False,False,False,True,False,False
CC002015,70.85,6,3,0,3013,200000,174063.02,2,15,13.52,9.65,1.74,1,0,0,1,0,False,False,False,True,False,False
CC002016,0.13,23,4,0,3534,500000,358212.6,2,12,978.9,24.53,5.25,1,0,1,0,0,True,False,False,False,False,False
CC002017,115.81,22,5,1,2009,50000,48517.31,4,6,27.78,13.17,5.41,1,0,1,1,0,False,False,False,False,False,True
CC002018,222.36,20,2,0,2393,100000,73225.88,5,10,35.55,0.76,3.12,0,0,1,1,0,False,False,True,False,False,False
CC002019,4.14,19,0,0,1196,500000,246413.18,0,13,189.27,13.59,9.81,0,0,1,1,0,False,False,True,False,False,False
CC002020,108.94,0,3,0,1178,50000,49308.26,3,9,36.98,12.06,17.17,1,0,1,1,0,False,True,False,False,False,False
CC002021,52.73,17,3,0,792,500000,354646.48,1,14,6.98,6.27,1.43,1,0,0,1,0,True,False,False,False,False,False
CC002022,5.57,3,6,1,2645,100000,50766.33,1,7,55.39,35.78,1.58,0,0,1,1,0,False,False,False,False,True,False
CC002023,273.66,1,5,1,1530,500000,497913.5,4,9,587.5,0.05,0.38,0,0,0,1,0,False,False,True,False,False,False
CC002024,70.4,3,4,0,285,500000,396011.61,2,9,218.45,0.52,11.24,0,0,0,1,0,False,True,False,False,False,False
CC002025,49.68,18,3,0,3090,200000,72550.38,2,5,53.39,16.21,0.58,0,0,0,1,0,False,False,False,False,False,True
CC002026,57.12,21,4,0,224,100000,62052.56,3,3,29.24,1.59,5.5,1,0,0,1,0,False,False,False,True,False,False
CC002027,1.74,14,2,0,2570,50000,13452.88,2,15,23.49,19.12,3.53,1,0,1,1,0,False,False,True,False,False,False
CC002028,411.48,8,4,0,3169,100000,75675.48,0,4,43.65,2.24,7.81,0,0,1,1,0,False,True,False,False,False,False
CC002029,262.68,7,3,0,563,50000,28876.94,3,12,1.65,2.75,11.3,0,0,1,1,0,False,False,False,True,False,False
CC002030,1730.1,4,1,0,3363,500000,211550.59,2,9,10.69,1.33,7.36,0,1,1,1,0,False,False,False,False,True,False
CC002031,1775.01,1,6,1,2099,500000,406883.83,6,15,228.78,1.44,1.83,1,0,0,1,0,False,False,False,False,False,True
CC002032,4.93,5,6,1,1799,100000,62939.87,2,7,19.43,19.51,3.34,1,0,1,1,0,True,False,False,False,False,False
CC002033,3.44,18,4,0,302,500000,353813.86,3,7,13.21,11.39,3.08,0,0,1,1,0,False,False,True,False,False,False
CC002034,12.76,16,3,0,154,100000,79009.0,3,9,40.78,0.69,4.06,1,0,1,0,0,False,False,True,False,False,False
CC002035,47.15,4,1,0,2646,50000,32029.89,3,4,44.31,6.73,1.57,1,0,1,1,0,True,False,False,False,False,False
CC002036,187.86,9,2,0,218,50000,38965.19,1,8,14.56,0.53,1.76,0,0,0,0,0,False,True,False,False,False,False
CC002037,53.15,6,1,0,474,50000,24797.04,2,10,10.72,3.2,17.03,0,0,1,1,0,False,False,True,False,False,False
CC002038,172.72,13,6,1,1998,100000,56874.87,2,13,296.21,20.77,3.19,0,0,1,1,0,False,True,False,False,False,False
CC002039,525.08,1,5,1,1517,500000,429221.75,1,15,2.8,9.2,0.64,0,0,1,0,0,False,True,False,False,False,False
CC002040,21.87,15,1,0,748,50000,42509.08,2,11,8.8,14.8,3.52,0,0,1,1,0,False,False,False,False,False,True
CC002041,4.13,10,3,0,1856,200000,89758.52,3,6,22.16,6.59,15.8,0,0,1,1,0,False,False,False,False,False,True
CC002042,38.45,8,1,0,508,200000,53635.92,0,8,590.58,0.22,11.87,0,0,1,1,0,True,False,False,False,False,False
CC002043,57.64,4,5,1,2552,100000,45534.08,2,11,24.58,6.98,1.03,1,0,1,1,0,False,False,True,False,False,False
CC002044,22.59,18,5,1,1881,50000,36946.96,3,7,96.14,1.99,13.17,0,1,1,1,0,False,False,False,False,False,True
CC002045,28.58,10,1,0,2633,500000,281424.94,1,11,4.0,0.66,11.27,1,0,1,0,0,False,False,False,False,True,False
CC002046,441.07,16,0,0,2104,50000,23909.21,4,7,102.0,6.86,7.09,0,0,0,1,0,False,False,False,False,False,True
CC002047,3.06,16,3,0,806,100000,72576.46,5,8,14.58,1.36,2.45,0,0,0,1,0,False,False,False,False,False,True
CC002048,49.78,19,4,0,3060,50000,44709.03,5,8,232.69,14.87,21.08,1,0,1,1,0,False,False,False,False,False,True
CC002049,0.7,17,4,0,2392,50000,46925.99,0,14,317.44,10.81,1.7,1,0,1,0,0,False,True,False,False,False,False
CC002050,35.59,23,1,0,708,100000,55127.85,4,8,16.43,6.68,1.78,0,0,1,1,0,False,False,False,False,True,False
CC002051,380.99,20,0,0,1320,100000,56707.31,0,16,463.26,1.29,4.87,0,0,0,1,0,False,True,False,False,False,False
CC002052,24.24,9,4,0,2458,100000,92976.75,3,16,177.92,6.09,3.49,0,0,1,1,0,False,False,True,False,False,False
CC002053,6.27,23,6,1,1425,200000,165167.83,2,9,24.12,11.65,5.04,0,0,1,1,0,False,False,False,False,True,False
CC002054,116.35,14,3,0,2281,200000,171955.86,3,9,12.83,10.06,0.8,0,0,1,1,0,False,False,False,False,True,False
CC002055,3.94,2,2,0,1361,200000,167720.92,1,10,31.48,26.16,12.85,0,0,1,1,0,False,False,False,True,False,False
CC002056,146.82,15,1,0,2759,50000,11203.01,1,7,293.75,1.9,7.57,1,1,0,0,0,False,False,False,False,True,False
CC002057,15.04,10,1,0,2984,200000,162315.73,4,12,24.96,30.26,0.26,1,0,1,1,0,False,False,False,False,True,False
CC002058,443.83,2,6,1,3361,50000,13537.2,1,5,31.02,3.46,0.71,1,0,0,1,0,False,False,False,True,False,False
CC002059,4.25,20,1,0,1606,200000,152630.95,2,11,13.12,21.76,0.74,0,0,0,1,0,False,False,False,True,False,False
CC002060,242.98,13,2,0,1202,100000,78169.75,4,11,2.66,7.25,1.32,1,0,1,1,0,True,False,False,False,False,False
CC002061,25.37,19,2,0,672,100000,79987.9,2,8,184.67,11.83,4.1,0,0,0,0,0,False,False,False,False,False,True
CC002062,2.04,14,1,0,2246,200000,61235.5,1,8,15.13,25.78,4.78,1,1,1,1,0,True,False,False,False,False,False
CC002063,545.13,9,2,0,1995,50000,26515.52,2,16,9.01,1.46,1.59,0,0,1,1,0,False,False,True,False,False,False
CC002064,3142.93,18,4,0,725,100000,47174.12,0,9,176.91,5.54,0.68,0,0,1,1,0,False,True,False,False,False,False
CC002065,96.29,7,3,0,986,100000,97045.97,0,9,36.67,3.67,10.91,0,0,0,0,0,False,False,False,False,True,False
CC002066,49.79,14,0,0,609,200000,150202.16,2,7,17.43,9.52,5.83,1,0,1,1,0,False,False,False,False,False,True
CC002067,91.1,23,6,1,1778,100000,81051.17,0,10,440.72,11.44,4.3,1,0,1,1,0,False,False,False,False,True,False
CC002068,38.75,19,4,0,560,500000,402658.66,0,5,87.76,2.64,1.86,1,0,1,1,0,True,False,False,False,False,False
CC002069,12.81,0,5,1,702,500000,400135.41,0,12,98.22,11.37,3.28,0,0,1,1,0,False,True,False,False,False,False
CC002070,27.51,19,2,0,1374,100000,47024.62,0,10,1.88,1.86,7.22,0,0,0,1,0,False,False,False,True,False,False
CC002071,7.69,22,0,0,3208,50000,34863.98,4,11,110.92,18.2,9.89,0,0,1,0,0,False,False,True,False,False,False
CC002072,13.07,4,2,0,2536,500000,223454.84,4,15,72.59,15.2,12.02,0,0,1,1,0,False,False,False,False,False,True
CC002073,1330.91,7,1,0,2500,200000,194796.82,2,11,21.33,14.07,0.08,1,0,1,1,0,False,False,False,False,True,False
CC002074,57.98,9,6,1,394,100000,42371.76,3,11,90.86,0.26,11.99,1,0,1,1,0,False,False,False,False,False,True
CC002075,128.71,8,3,0,2102,100000,41500.18,1,9,32.06,5.3,2.23,0,0,1,1,0,True,False,False,False,False,False
CC002076,56.06,8,0,0,2577,500000,237989.99,3,8,34.01,23.08,5.77,1,0,1,1,0,True,False,False,False,False,False
CC002077,0.76,6,0,0,3549,500000,186452.52,2,9,32.34,17.88,6.58,1,0,1,1,0,False,False,False,False,False,True
CC002078,409.53,13,5,1,79,500000,223294.58,2,14,86.97,9.18,3.17,1,0,0,0,0,False,False,False,False,True,False
CC002079,9.62,0,1,0,792,50000,24913.64,2,7,337.31,4.69,0.85,0,1,0,1,1,False,False,False,False,True,False
CC002080,1.62,7,6,1,1009,200000,106670.08,1,11,14.95,0.91,4.53,0,0,0,1,0,False,False,True,False,False,False
CC002081,1.47,6,6,1,662,50000,33836.1,1,12,66.56,0.51,1.12,0,0,0,1,0,True,False,False,False,False,False
CC002082,5.4,15,4,0,538,500000,100796.82,5,10,16.8,0.3,11.17,0,0,1,1,0,False,False,True,False,False,False
CC002083,1921.74,15,2,0,322,200000,165883.01,1,14,20.3,17.73,1.45,1,0,1,0,0,False,False,False,False,False,True
CC002084,155.66,18,1,0,288,200000,86716.08,4,8,47.96,6.48,1.76,1,0,1,1,0,False,False,True,False,False,False
CC002085,19.77,23,2,0,1684,200000,53516.48,2,12,85.86,22.13,5.39,1,0,1,1,0,False,False,False,True,False,False
CC002086,20.58,22,0,0,1445,50000,37828.59,0,6,28.73,0.44,1.76,1,0,0,1,0,True,False,False,False,False,False
CC002087,1.88,16,1,0,2040,50000,17022.87,1,5,10.73,2.05,0.23,0,0,1,0,0,False,False,True,False,False,False
CC002088,22.54,19,4,0,968,200000,169594.56,4,6,18.87,3.26,13.17,0,0,0,0,0,False,False,False,False,True,False
CC002089,6.19,10,6,1,2163,50000,40100.26,1,7,58.35,0.7,1.18,0,0,1,1,0,False,True,False,False,False,False
CC002090,9.65,11,2,0,2997,50000,16854.4,2,5,229.82,20.53,2.73,0,1,1,1,0,False,False,False,False,False,True
CC002091,643.71,15,5,1,2886,100000,71862.12,4,13,56.0,30.44,10.87,0,0,1,0,0,True,False,False,False,False,False
